   Elapsed time	      I	     II	    III	    aVR	    aVL	    aVF	     V1	     V2	     V3	     V4	     V5	     V6
          1.870	  0.165	  0.905	  0.740	 -0.536	 -0.287	  0.823	 -0.091	 -0.244	 -0.113	 -0.219	 -0.662	 -0.422
          1.872	  0.161	  0.892	  0.732	 -0.526	 -0.285	  0.812	 -0.081	 -0.234	 -0.107	 -0.214	 -0.659	 -0.419
          1.874	  0.170	  0.892	  0.723	 -0.530	 -0.277	  0.806	 -0.070	 -0.221	 -0.096	 -0.207	 -0.655	 -0.420
          1.876	  0.165	  0.882	  0.717	 -0.524	 -0.276	  0.800	 -0.065	 -0.208	 -0.089	 -0.204	 -0.657	 -0.427
          1.878	  0.169	  0.881	  0.713	 -0.525	 -0.272	  0.797	 -0.060	 -0.194	 -0.083	 -0.207	 -0.666	 -0.432
          1.880	  0.162	  0.876	  0.716	 -0.518	 -0.277	  0.796	 -0.041	 -0.157	 -0.059	 -0.204	 -0.677	 -0.449
          1.882	  0.154	  0.856	  0.702	 -0.505	 -0.274	  0.779	 -0.021	 -0.108	 -0.030	 -0.200	 -0.692	 -0.480
          1.884	  0.168	  0.842	  0.674	 -0.504	 -0.254	  0.758	  0.018	 -0.034	  0.015	 -0.185	 -0.706	 -0.510
          1.886	  0.158	  0.789	  0.631	 -0.473	 -0.237	  0.711	  0.059	  0.051	  0.061	 -0.175	 -0.729	 -0.549
          1.888	  0.177	  0.745	  0.566	 -0.461	 -0.194	  0.655	  0.112	  0.165	  0.124	 -0.160	 -0.755	 -0.593
          1.890	  0.195	  0.698	  0.503	 -0.447	 -0.153	  0.600	  0.152	  0.268	  0.185	 -0.143	 -0.777	 -0.634
          1.892	  0.225	  0.640	  0.415	 -0.432	 -0.096	  0.528	  0.187	  0.367	  0.248	 -0.127	 -0.799	 -0.675
          1.894	  0.234	  0.612	  0.377	 -0.423	 -0.071	  0.494	  0.201	  0.416	  0.293	 -0.105	 -0.798	 -0.695
          1.896	  0.277	  0.638	  0.360	 -0.459	 -0.041	  0.500	  0.190	  0.427	  0.334	 -0.064	 -0.763	 -0.664
          1.898	  0.326	  0.701	  0.376	 -0.513	 -0.025	  0.538	  0.142	  0.383	  0.337	 -0.030	 -0.707	 -0.614
          1.900	  0.392	  0.786	  0.394	 -0.590	 -0.001	  0.590	  0.071	  0.332	  0.356	  0.031	 -0.612	 -0.525
          1.902	  0.469	  0.860	  0.391	 -0.665	  0.039	  0.625	  0.018	  0.352	  0.436	  0.109	 -0.524	 -0.450
          1.904	  0.559	  0.943	  0.383	 -0.751	  0.088	  0.663	 -0.048	  0.391	  0.538	  0.204	 -0.430	 -0.369
          1.906	  0.640	  1.038	  0.399	 -0.840	  0.121	  0.718	 -0.060	  0.542	  0.774	  0.398	 -0.278	 -0.268
          1.908	  0.726	  1.166	  0.440	 -0.946	  0.143	  0.803	 -0.103	  0.657	  1.010	  0.610	 -0.095	 -0.120
          1.910	  0.782	  1.294	  0.511	 -1.038	  0.136	  0.902	 -0.178	  0.577	  1.033	  0.689	  0.027	  0.004
          1.912	  0.858	  1.348	  0.490	 -1.103	  0.183	  0.919	 -0.266	  0.454	  0.972	  0.676	  0.060	  0.058
          1.914	  0.894	  1.236	  0.342	 -1.065	  0.277	  0.789	 -0.295	  0.337	  0.843	  0.562	 -0.062	 -0.034
          1.916	  0.869	  1.232	  0.364	 -1.050	  0.253	  0.798	 -0.360	  0.065	  0.606	  0.460	 -0.089	 -0.028
          1.918	  0.827	  1.280	  0.453	 -1.054	  0.187	  0.867	 -0.398	 -0.154	  0.355	  0.316	 -0.131	 -0.005
          1.920	  0.787	  1.256	  0.469	 -1.022	  0.159	  0.863	 -0.440	 -0.330	  0.092	  0.122	 -0.227	 -0.028
          1.922	  0.681	  1.197	  0.516	 -0.940	  0.083	  0.858	 -0.428	 -0.561	 -0.244	 -0.131	 -0.383	 -0.102
          1.924	  0.550	  1.101	  0.550	 -0.826	 -0.001	  0.827	 -0.399	 -0.778	 -0.622	 -0.425	 -0.577	 -0.202
          1.926	  0.443	  1.035	  0.592	 -0.739	 -0.075	  0.814	 -0.362	 -0.897	 -0.888	 -0.643	 -0.731	 -0.290
          1.928	  0.366	  0.944	  0.577	 -0.655	 -0.106	  0.761	 -0.280	 -0.832	 -0.940	 -0.743	 -0.859	 -0.408
          1.930	  0.279	  0.903	  0.624	 -0.592	 -0.172	  0.763	 -0.191	 -0.716	 -0.856	 -0.700	 -0.874	 -0.461
          1.932	  0.228	  0.881	  0.653	 -0.554	 -0.212	  0.767	 -0.110	 -0.595	 -0.790	 -0.682	 -0.877	 -0.470
          1.934	  0.182	  0.843	  0.660	 -0.512	 -0.238	  0.751	 -0.038	 -0.576	 -0.811	 -0.737	 -0.934	 -0.513
          1.936	  0.113	  0.727	  0.614	 -0.420	 -0.250	  0.670	  0.090	 -0.482	 -0.809	 -0.804	 -1.040	 -0.617
          1.938	  0.076	  0.700	  0.624	 -0.389	 -0.274	  0.662	  0.160	 -0.425	 -0.780	 -0.812	 -1.078	 -0.667
          1.940	  0.044	  0.682	  0.637	 -0.363	 -0.296	  0.660	  0.236	 -0.343	 -0.702	 -0.771	 -1.078	 -0.699
          1.942	  0.024	  0.679	  0.656	 -0.351	 -0.316	  0.667	  0.284	 -0.325	 -0.652	 -0.739	 -1.076	 -0.715
          1.944	  0.001	  0.655	  0.655	 -0.329	 -0.328	  0.656	  0.296	 -0.351	 -0.657	 -0.743	 -1.084	 -0.729
          1.946	  0.025	  0.629	  0.606	 -0.328	 -0.290	  0.618	  0.185	 -0.366	 -0.652	 -0.741	 -1.083	 -0.730
          1.948	  0.046	  0.618	  0.572	 -0.332	 -0.263	  0.595	  0.132	 -0.344	 -0.597	 -0.698	 -1.052	 -0.712
          1.950	  0.071	  0.621	  0.549	 -0.346	 -0.239	  0.586	  0.108	 -0.272	 -0.518	 -0.643	 -1.014	 -0.689
          1.952	  0.087	  0.623	  0.535	 -0.355	 -0.224	  0.580	  0.094	 -0.182	 -0.441	 -0.584	 -0.978	 -0.671
          1.954	  0.100	  0.621	  0.521	 -0.360	 -0.210	  0.571	  0.124	 -0.106	 -0.370	 -0.533	 -0.947	 -0.658
          1.956	  0.101	  0.620	  0.520	 -0.360	 -0.209	  0.571	  0.133	 -0.095	 -0.326	 -0.493	 -0.921	 -0.636
          1.958	  0.117	  0.642	  0.526	 -0.379	 -0.205	  0.585	  0.139	 -0.085	 -0.284	 -0.460	 -0.899	 -0.623
          1.960	  0.127	  0.673	  0.547	 -0.400	 -0.209	  0.611	  0.136	 -0.081	 -0.235	 -0.416	 -0.866	 -0.598
          1.962	  0.134	  0.702	  0.567	 -0.418	 -0.216	  0.635	  0.124	 -0.065	 -0.201	 -0.383	 -0.843	 -0.583
          1.964	  0.134	  0.746	  0.612	 -0.440	 -0.238	  0.679	  0.083	 -0.118	 -0.185	 -0.358	 -0.820	 -0.561
          1.966	  0.141	  0.778	  0.637	 -0.460	 -0.248	  0.708	  0.047	 -0.150	 -0.168	 -0.330	 -0.795	 -0.541
          1.968	  0.148	  0.790	  0.641	 -0.469	 -0.247	  0.716	  0.032	 -0.144	 -0.148	 -0.308	 -0.775	 -0.525
          1.970	  0.160	  0.814	  0.655	 -0.486	 -0.247	  0.735	  0.015	 -0.138	 -0.124	 -0.283	 -0.754	 -0.505
          1.972	  0.151	  0.830	  0.678	 -0.490	 -0.263	  0.753	  0.013	 -0.134	 -0.097	 -0.256	 -0.726	 -0.489
          1.974	  0.149	  0.837	  0.686	 -0.494	 -0.269	  0.762	  0.018	 -0.120	 -0.084	 -0.244	 -0.723	 -0.479
          1.976	  0.160	  0.848	  0.688	 -0.503	 -0.264	  0.767	  0.012	 -0.112	 -0.069	 -0.228	 -0.709	 -0.470
          1.978	  0.162	  0.871	  0.709	 -0.516	 -0.274	  0.790	  0.003	 -0.119	 -0.063	 -0.225	 -0.704	 -0.465
          1.980	  0.160	  0.878	  0.718	 -0.519	 -0.279	  0.797	 -0.003	 -0.123	 -0.060	 -0.222	 -0.700	 -0.465
          1.982	  0.165	  0.885	  0.721	 -0.524	 -0.278	  0.803	 -0.009	 -0.128	 -0.061	 -0.223	 -0.701	 -0.467
          1.984	  0.161	  0.885	  0.726	 -0.523	 -0.282	  0.806	 -0.015	 -0.133	 -0.060	 -0.222	 -0.698	 -0.464
          1.986	  0.166	  0.897	  0.732	 -0.531	 -0.283	  0.815	 -0.022	 -0.137	 -0.057	 -0.223	 -0.702	 -0.462
          1.988	  0.162	  0.892	  0.731	 -0.527	 -0.284	  0.812	 -0.021	 -0.133	 -0.051	 -0.210	 -0.694	 -0.459
          1.990	  0.160	  0.881	  0.722	 -0.520	 -0.281	  0.801	 -0.015	 -0.130	 -0.045	 -0.206	 -0.692	 -0.454
          1.992	  0.164	  0.883	  0.721	 -0.523	 -0.279	  0.802	 -0.011	 -0.122	 -0.034	 -0.194	 -0.682	 -0.447
          1.994	  0.163	  0.880	  0.718	 -0.522	 -0.278	  0.799	 -0.009	 -0.121	 -0.030	 -0.192	 -0.681	 -0.452
          1.996	  0.165	  0.878	  0.714	 -0.522	 -0.274	  0.796	 -0.010	 -0.119	 -0.029	 -0.188	 -0.679	 -0.448
          1.998	  0.166	  0.893	  0.727	 -0.529	 -0.280	  0.810	 -0.017	 -0.123	 -0.025	 -0.188	 -0.676	 -0.446
          2.000	  0.170	  0.898	  0.728	 -0.534	 -0.279	  0.813	 -0.026	 -0.129	 -0.029	 -0.191	 -0.676	 -0.450
          2.002	  0.165	  0.903	  0.739	 -0.534	 -0.286	  0.821	 -0.030	 -0.132	 -0.026	 -0.193	 -0.680	 -0.449
          2.004	  0.161	  0.913	  0.753	 -0.536	 -0.296	  0.834	 -0.037	 -0.138	 -0.029	 -0.196	 -0.680	 -0.450
          2.006	  0.158	  0.910	  0.752	 -0.535	 -0.297	  0.832	 -0.042	 -0.140	 -0.030	 -0.199	 -0.682	 -0.454
          2.008	  0.150	  0.895	  0.744	 -0.523	 -0.296	  0.820	 -0.037	 -0.133	 -0.024	 -0.191	 -0.682	 -0.450
          2.010	  0.169	  0.910	  0.743	 -0.539	 -0.287	  0.827	 -0.032	 -0.126	 -0.015	 -0.182	 -0.669	 -0.446
          2.012	  0.170	  0.907	  0.738	 -0.538	 -0.283	  0.823	 -0.027	 -0.117	 -0.006	 -0.175	 -0.666	 -0.439
          2.014	  0.167	  0.902	  0.734	 -0.534	 -0.284	  0.818	 -0.022	 -0.112	 -0.001	 -0.169	 -0.659	 -0.435
          2.016	  0.170	  0.895	  0.726	 -0.532	 -0.279	  0.810	 -0.018	 -0.103	  0.008	 -0.162	 -0.654	 -0.434
          2.018	  0.172	  0.906	  0.735	 -0.539	 -0.281	  0.821	 -0.029	 -0.110	  0.007	 -0.164	 -0.652	 -0.431
          2.020	  0.168	  0.911	  0.745	 -0.539	 -0.288	  0.829	 -0.032	 -0.108	  0.009	 -0.164	 -0.657	 -0.431
          2.022	  0.169	  0.915	  0.747	 -0.542	 -0.289	  0.831	 -0.046	 -0.117	  0.002	 -0.172	 -0.663	 -0.439
          2.024	  0.172	  0.928	  0.756	 -0.550	 -0.292	  0.843	 -0.043	 -0.117	  0.004	 -0.173	 -0.663	 -0.441
          2.026	  0.175	  0.935	  0.759	 -0.555	 -0.292	  0.848	 -0.049	 -0.116	  0.006	 -0.172	 -0.662	 -0.439
          2.028	  0.170	  0.926	  0.756	 -0.548	 -0.293	  0.842	 -0.038	 -0.104	  0.014	 -0.163	 -0.658	 -0.432
          2.030	  0.172	  0.913	  0.741	 -0.543	 -0.284	  0.827	 -0.039	 -0.099	  0.023	 -0.156	 -0.652	 -0.432
          2.032	  0.179	  0.925	  0.747	 -0.552	 -0.284	  0.837	 -0.034	 -0.091	  0.029	 -0.147	 -0.647	 -0.426
          2.034	  0.173	  0.916	  0.743	 -0.544	 -0.285	  0.830	 -0.033	 -0.086	  0.037	 -0.143	 -0.645	 -0.426
          2.036	  0.180	  0.919	  0.740	 -0.550	 -0.280	  0.830	 -0.026	 -0.083	  0.046	 -0.135	 -0.642	 -0.423
          2.038	  0.194	  0.934	  0.740	 -0.564	 -0.273	  0.837	 -0.035	 -0.079	  0.049	 -0.137	 -0.641	 -0.422
          2.040	  0.193	  0.935	  0.743	 -0.564	 -0.275	  0.840	 -0.040	 -0.079	  0.051	 -0.137	 -0.639	 -0.420
          2.042	  0.187	  0.942	  0.754	 -0.565	 -0.283	  0.848	 -0.045	 -0.079	  0.051	 -0.138	 -0.642	 -0.424
          2.044	  0.197	  0.956	  0.758	 -0.577	 -0.281	  0.857	 -0.050	 -0.079	  0.053	 -0.140	 -0.643	 -0.426
          2.046	  0.202	  0.962	  0.759	 -0.582	 -0.279	  0.861	 -0.051	 -0.077	  0.059	 -0.133	 -0.645	 -0.426
          2.048	  0.198	  0.948	  0.750	 -0.573	 -0.277	  0.850	 -0.043	 -0.064	  0.070	 -0.122	 -0.635	 -0.420
          2.050	  0.194	  0.941	  0.748	 -0.568	 -0.277	  0.845	 -0.039	 -0.052	  0.079	 -0.117	 -0.632	 -0.417
          2.052	  0.193	  0.939	  0.745	 -0.567	 -0.276	  0.842	 -0.033	 -0.040	  0.093	 -0.105	 -0.624	 -0.408
          2.054	  0.196	  0.939	  0.743	 -0.568	 -0.273	  0.841	 -0.029	 -0.030	  0.101	 -0.098	 -0.619	 -0.407
          2.056	  0.197	  0.937	  0.740	 -0.568	 -0.272	  0.838	 -0.028	 -0.024	  0.111	 -0.092	 -0.613	 -0.404
          2.058	  0.202	  0.945	  0.743	 -0.574	 -0.271	  0.844	 -0.036	 -0.024	  0.112	 -0.091	 -0.615	 -0.406
          2.060	  0.204	  0.949	  0.745	 -0.577	 -0.271	  0.848	 -0.041	 -0.022	  0.115	 -0.091	 -0.616	 -0.409
          2.062	  0.209	  0.961	  0.751	 -0.585	 -0.271	  0.856	 -0.050	 -0.024	  0.118	 -0.090	 -0.616	 -0.409
          2.064	  0.214	  0.968	  0.753	 -0.591	 -0.269	  0.860	 -0.050	 -0.018	  0.126	 -0.087	 -0.616	 -0.407
          2.066	  0.217	  0.967	  0.750	 -0.593	 -0.267	  0.859	 -0.054	 -0.006	  0.135	 -0.082	 -0.612	 -0.408
          2.068	  0.212	  0.959	  0.746	 -0.586	 -0.267	  0.853	 -0.055	  0.006	  0.143	 -0.076	 -0.611	 -0.410
          2.070	  0.228	  0.965	  0.738	 -0.596	 -0.256	  0.852	 -0.047	  0.017	  0.157	 -0.065	 -0.603	 -0.404
          2.072	  0.225	  0.961	  0.736	 -0.593	 -0.256	  0.848	 -0.042	  0.036	  0.174	 -0.051	 -0.594	 -0.400
          2.074	  0.230	  0.958	  0.728	 -0.594	 -0.248	  0.843	 -0.036	  0.048	  0.188	 -0.043	 -0.588	 -0.397
          2.076	  0.236	  0.957	  0.721	 -0.597	 -0.242	  0.839	 -0.034	  0.061	  0.202	 -0.031	 -0.582	 -0.392
          2.078	  0.240	  0.968	  0.728	 -0.604	 -0.244	  0.848	 -0.050	  0.062	  0.203	 -0.034	 -0.583	 -0.396
          2.080	  0.237	  0.967	  0.730	 -0.602	 -0.246	  0.849	 -0.043	  0.074	  0.217	 -0.025	 -0.579	 -0.395
          2.082	  0.246	  0.976	  0.729	 -0.612	 -0.241	  0.853	 -0.055	  0.081	  0.224	 -0.021	 -0.578	 -0.392
          2.084	  0.253	  0.988	  0.734	 -0.621	 -0.240	  0.861	 -0.058	  0.090	  0.232	 -0.018	 -0.579	 -0.394
          2.086	  0.252	  0.991	  0.738	 -0.623	 -0.243	  0.865	 -0.061	  0.102	  0.243	 -0.015	 -0.578	 -0.392
          2.088	  0.257	  0.983	  0.726	 -0.620	 -0.234	  0.855	 -0.053	  0.118	  0.258	 -0.001	 -0.571	 -0.393
          2.090	  0.269	  0.982	  0.713	 -0.626	 -0.222	  0.848	 -0.051	  0.138	  0.276	  0.011	 -0.564	 -0.390
          2.092	  0.265	  0.972	  0.707	 -0.619	 -0.221	  0.839	 -0.046	  0.155	  0.291	  0.022	 -0.559	 -0.386
          2.094	  0.278	  0.978	  0.699	 -0.627	 -0.210	  0.838	 -0.045	  0.176	  0.307	  0.032	 -0.553	 -0.383
          2.096	  0.275	  0.974	  0.699	 -0.625	 -0.212	  0.837	 -0.044	  0.193	  0.321	  0.041	 -0.547	 -0.382
          2.098	  0.290	  0.993	  0.702	 -0.642	 -0.206	  0.848	 -0.055	  0.201	  0.334	  0.046	 -0.545	 -0.383
          2.100	  0.288	  0.984	  0.697	 -0.637	 -0.204	  0.840	 -0.053	  0.213	  0.343	  0.050	 -0.543	 -0.381
          2.102	  0.297	  0.999	  0.702	 -0.649	 -0.203	  0.851	 -0.062	  0.223	  0.351	  0.054	 -0.541	 -0.380
          2.104	  0.306	  1.000	  0.694	 -0.653	 -0.194	  0.847	 -0.064	  0.237	  0.365	  0.060	 -0.543	 -0.381
          2.106	  0.310	  1.009	  0.699	 -0.660	 -0.194	  0.854	 -0.068	  0.250	  0.373	  0.065	 -0.543	 -0.381
          2.108	  0.309	  0.998	  0.690	 -0.653	 -0.190	  0.844	 -0.063	  0.271	  0.390	  0.073	 -0.536	 -0.379
          2.110	  0.322	  0.996	  0.673	 -0.659	 -0.175	  0.835	 -0.062	  0.286	  0.403	  0.082	 -0.532	 -0.374
          2.112	  0.325	  0.993	  0.669	 -0.659	 -0.172	  0.832	 -0.054	  0.309	  0.421	  0.098	 -0.523	 -0.368
          2.114	  0.334	  0.988	  0.653	 -0.660	 -0.160	  0.821	 -0.058	  0.322	  0.433	  0.104	 -0.522	 -0.368
          2.116	  0.349	  1.006	  0.658	 -0.678	 -0.154	  0.832	 -0.049	  0.339	  0.448	  0.116	 -0.514	 -0.363
          2.118	  0.354	  1.000	  0.647	 -0.677	 -0.146	  0.824	 -0.057	  0.343	  0.458	  0.117	 -0.513	 -0.365
          2.120	  0.362	  1.011	  0.648	 -0.687	 -0.143	  0.830	 -0.068	  0.349	  0.457	  0.114	 -0.517	 -0.371
          2.122	  0.360	  1.016	  0.656	 -0.688	 -0.148	  0.837	 -0.072	  0.359	  0.461	  0.115	 -0.514	 -0.371
          2.124	  0.372	  1.024	  0.651	 -0.698	 -0.140	  0.838	 -0.079	  0.367	  0.467	  0.116	 -0.515	 -0.372
          2.126	  0.380	  1.028	  0.649	 -0.705	 -0.134	  0.840	 -0.086	  0.377	  0.471	  0.117	 -0.517	 -0.377
          2.128	  0.389	  1.016	  0.628	 -0.703	 -0.119	  0.823	 -0.080	  0.392	  0.481	  0.123	 -0.517	 -0.377
          2.130	  0.390	  1.017	  0.627	 -0.704	 -0.119	  0.823	 -0.077	  0.403	  0.489	  0.124	 -0.516	 -0.379
          2.132	  0.391	  1.006	  0.615	 -0.699	 -0.112	  0.810	 -0.070	  0.418	  0.500	  0.136	 -0.507	 -0.381
          2.134	  0.393	  1.001	  0.608	 -0.697	 -0.108	  0.804	 -0.068	  0.428	  0.507	  0.140	 -0.505	 -0.379
          2.136	  0.400	  0.988	  0.589	 -0.694	 -0.095	  0.788	 -0.066	  0.438	  0.514	  0.142	 -0.504	 -0.374
          2.138	  0.419	  1.014	  0.595	 -0.717	 -0.087	  0.804	 -0.074	  0.438	  0.514	  0.140	 -0.507	 -0.375
          2.140	  0.419	  1.008	  0.590	 -0.714	 -0.085	  0.799	 -0.079	  0.439	  0.510	  0.135	 -0.512	 -0.383
          2.142	  0.404	  1.004	  0.600	 -0.704	 -0.098	  0.801	 -0.093	  0.428	  0.497	  0.120	 -0.526	 -0.386
          2.144	  0.420	  1.016	  0.597	 -0.719	 -0.088	  0.806	 -0.095	  0.430	  0.501	  0.123	 -0.525	 -0.387
          2.146	  0.425	  1.016	  0.590	 -0.721	 -0.083	  0.803	 -0.095	  0.429	  0.495	  0.118	 -0.529	 -0.391
          2.148	  0.422	  1.001	  0.578	 -0.712	 -0.078	  0.790	 -0.093	  0.433	  0.494	  0.120	 -0.531	 -0.390
          2.150	  0.420	  0.997	  0.576	 -0.709	 -0.078	  0.786	 -0.089	  0.434	  0.493	  0.120	 -0.527	 -0.389
          2.152	  0.422	  0.993	  0.571	 -0.708	 -0.074	  0.782	 -0.084	  0.435	  0.492	  0.121	 -0.525	 -0.389
          2.154	  0.421	  0.989	  0.568	 -0.706	 -0.073	  0.778	 -0.080	  0.433	  0.488	  0.120	 -0.523	 -0.388
          2.156	  0.421	  0.986	  0.565	 -0.705	 -0.071	  0.775	 -0.080	  0.426	  0.483	  0.119	 -0.524	 -0.388
          2.158	  0.425	  0.999	  0.573	 -0.712	 -0.074	  0.786	 -0.088	  0.408	  0.468	  0.107	 -0.529	 -0.392
          2.160	  0.414	  0.992	  0.579	 -0.703	 -0.082	  0.785	 -0.092	  0.391	  0.451	  0.097	 -0.534	 -0.395
          2.162	  0.409	  1.000	  0.591	 -0.705	 -0.091	  0.795	 -0.098	  0.367	  0.433	  0.081	 -0.543	 -0.402
          2.164	  0.408	  0.999	  0.590	 -0.703	 -0.091	  0.794	 -0.099	  0.358	  0.419	  0.075	 -0.544	 -0.399
          2.166	  0.392	  1.001	  0.609	 -0.697	 -0.108	  0.805	 -0.103	  0.338	  0.403	  0.066	 -0.550	 -0.403
          2.168	  0.381	  0.988	  0.608	 -0.684	 -0.113	  0.797	 -0.094	  0.332	  0.394	  0.064	 -0.549	 -0.400
          2.170	  0.383	  0.990	  0.608	 -0.686	 -0.113	  0.799	 -0.093	  0.316	  0.380	  0.060	 -0.551	 -0.399
          2.172	  0.370	  0.978	  0.608	 -0.674	 -0.118	  0.793	 -0.088	  0.299	  0.366	  0.056	 -0.550	 -0.400
          2.174	  0.365	  0.973	  0.607	 -0.669	 -0.120	  0.789	 -0.077	  0.286	  0.354	  0.053	 -0.548	 -0.398
          2.176	  0.357	  0.970	  0.612	 -0.663	 -0.128	  0.791	 -0.079	  0.267	  0.332	  0.041	 -0.553	 -0.397
          2.178	  0.351	  0.979	  0.628	 -0.665	 -0.138	  0.804	 -0.089	  0.236	  0.311	  0.023	 -0.564	 -0.405
          2.180	  0.334	  0.977	  0.641	 -0.655	 -0.153	  0.809	 -0.088	  0.217	  0.294	  0.013	 -0.568	 -0.406
          2.182	  0.335	  0.981	  0.647	 -0.658	 -0.157	  0.815	 -0.096	  0.194	  0.272	 -0.002	 -0.575	 -0.406
          2.184	  0.330	  0.987	  0.657	 -0.659	 -0.164	  0.823	 -0.096	  0.171	  0.252	 -0.011	 -0.580	 -0.403
          2.186	  0.313	  0.987	  0.674	 -0.650	 -0.180	  0.830	 -0.102	  0.147	  0.230	 -0.026	 -0.587	 -0.410
          2.188	  0.308	  0.983	  0.674	 -0.646	 -0.183	  0.829	 -0.091	  0.134	  0.217	 -0.030	 -0.583	 -0.411
          2.190	  0.299	  0.971	  0.671	 -0.635	 -0.185	  0.821	 -0.086	  0.117	  0.203	 -0.037	 -0.587	 -0.408
          2.192	  0.296	  0.968	  0.672	 -0.632	 -0.189	  0.820	 -0.086	  0.105	  0.194	 -0.040	 -0.590	 -0.407
          2.194	  0.277	  0.955	  0.677	 -0.617	 -0.200	  0.816	 -0.073	  0.091	  0.177	 -0.051	 -0.595	 -0.411
          2.196	  0.266	  0.947	  0.682	 -0.606	 -0.209	  0.815	 -0.072	  0.071	  0.161	 -0.065	 -0.607	 -0.419
          2.198	  0.274	  0.963	  0.688	 -0.619	 -0.206	  0.826	 -0.074	  0.057	  0.148	 -0.075	 -0.612	 -0.419
          2.200	  0.271	  0.957	  0.686	 -0.614	 -0.208	  0.822	 -0.077	  0.038	  0.131	 -0.086	 -0.619	 -0.420
          2.202	  0.242	  0.953	  0.711	 -0.598	 -0.234	  0.832	 -0.083	  0.014	  0.108	 -0.105	 -0.632	 -0.429
          2.204	  0.253	  0.961	  0.708	 -0.607	 -0.228	  0.835	 -0.083	  0.001	  0.098	 -0.114	 -0.636	 -0.430
          2.206	  0.241	  0.961	  0.719	 -0.601	 -0.239	  0.840	 -0.087	 -0.015	  0.081	 -0.123	 -0.642	 -0.433
          2.208	  0.243	  0.955	  0.712	 -0.600	 -0.234	  0.833	 -0.080	 -0.022	  0.076	 -0.123	 -0.640	 -0.432
          2.210	  0.236	  0.952	  0.716	 -0.595	 -0.240	  0.833	 -0.075	 -0.029	  0.070	 -0.124	 -0.635	 -0.428
          2.212	  0.239	  0.946	  0.706	 -0.593	 -0.233	  0.826	 -0.076	 -0.037	  0.060	 -0.129	 -0.640	 -0.429
          2.214	  0.226	  0.935	  0.710	 -0.580	 -0.242	  0.823	 -0.058	 -0.033	  0.062	 -0.125	 -0.636	 -0.419
          2.216	  0.226	  0.928	  0.703	 -0.577	 -0.239	  0.816	 -0.061	 -0.048	  0.049	 -0.134	 -0.645	 -0.421
          2.218	  0.224	  0.939	  0.716	 -0.581	 -0.246	  0.827	 -0.073	 -0.060	  0.036	 -0.146	 -0.649	 -0.425
          2.220	  0.223	  0.946	  0.724	 -0.584	 -0.251	  0.835	 -0.070	 -0.070	  0.032	 -0.151	 -0.651	 -0.427
          2.222	  0.217	  0.945	  0.728	 -0.582	 -0.255	  0.837	 -0.079	 -0.083	  0.015	 -0.162	 -0.658	 -0.433
          2.224	  0.225	  0.944	  0.718	 -0.585	 -0.246	  0.832	 -0.086	 -0.085	  0.011	 -0.169	 -0.661	 -0.439
          2.226	  0.218	  0.958	  0.740	 -0.588	 -0.261	  0.849	 -0.091	 -0.100	  0.001	 -0.171	 -0.663	 -0.441
          2.228	  0.204	  0.937	  0.733	 -0.571	 -0.264	  0.835	 -0.079	 -0.099	 -0.001	 -0.169	 -0.660	 -0.435
          2.230	  0.205	  0.934	  0.730	 -0.570	 -0.263	  0.832	 -0.076	 -0.102	 -0.004	 -0.171	 -0.657	 -0.435
          2.232	  0.206	  0.936	  0.730	 -0.572	 -0.262	  0.833	 -0.070	 -0.096	 -0.001	 -0.166	 -0.657	 -0.435
          2.234	  0.207	  0.930	  0.722	 -0.569	 -0.258	  0.827	 -0.069	 -0.097	 -0.001	 -0.170	 -0.658	 -0.436
          2.236	  0.212	  0.926	  0.714	 -0.569	 -0.251	  0.820	 -0.063	 -0.092	  0.002	 -0.166	 -0.656	 -0.433
          2.238	  0.201	  0.938	  0.737	 -0.569	 -0.269	  0.837	 -0.068	 -0.103	 -0.005	 -0.173	 -0.663	 -0.433
          2.240	  0.209	  0.940	  0.731	 -0.575	 -0.261	  0.835	 -0.072	 -0.112	 -0.012	 -0.177	 -0.666	 -0.431
          2.242	  0.206	  0.953	  0.747	 -0.580	 -0.271	  0.850	 -0.086	 -0.129	 -0.025	 -0.195	 -0.681	 -0.437
          2.244	  0.201	  0.946	  0.745	 -0.574	 -0.272	  0.846	 -0.083	 -0.125	 -0.024	 -0.194	 -0.676	 -0.433
          2.246	  0.205	  0.953	  0.748	 -0.579	 -0.271	  0.851	 -0.082	 -0.128	 -0.024	 -0.191	 -0.679	 -0.435
          2.248	  0.197	  0.940	  0.743	 -0.569	 -0.273	  0.842	 -0.077	 -0.121	 -0.021	 -0.187	 -0.672	 -0.439
          2.250	  0.191	  0.934	  0.744	 -0.563	 -0.277	  0.839	 -0.075	 -0.120	 -0.022	 -0.185	 -0.668	 -0.444
          2.252	  0.198	  0.932	  0.735	 -0.566	 -0.269	  0.834	 -0.067	 -0.115	 -0.018	 -0.179	 -0.662	 -0.440
          2.254	  0.193	  0.924	  0.732	 -0.559	 -0.269	  0.828	 -0.064	 -0.113	 -0.015	 -0.178	 -0.658	 -0.443
          2.256	  0.196	  0.918	  0.722	 -0.558	 -0.264	  0.821	 -0.061	 -0.115	 -0.014	 -0.174	 -0.657	 -0.441
          2.258	  0.207	  0.943	  0.735	 -0.575	 -0.264	  0.839	 -0.074	 -0.126	 -0.021	 -0.186	 -0.667	 -0.444
