   Elapsed time	   ECG1	   ECG2
          1.734	 -0.055	  0.009
          1.736	 -0.058	  0.010
          1.738	 -0.058	  0.011
          1.740	 -0.059	  0.010
          1.742	 -0.058	  0.009
          1.744	 -0.058	  0.007
          1.746	 -0.057	  0.007
          1.748	 -0.057	  0.006
          1.750	 -0.057	  0.006
          1.752	 -0.057	  0.006
          1.754	 -0.057	  0.007
          1.756	 -0.057	  0.009
          1.758	 -0.057	  0.009
          1.760	 -0.056	  0.009
          1.762	 -0.057	  0.011
          1.764	 -0.057	  0.013
          1.766	 -0.058	  0.012
          1.768	 -0.059	  0.011
          1.770	 -0.059	  0.011
          1.772	 -0.059	  0.010
          1.774	 -0.059	  0.009
          1.776	 -0.061	  0.008
          1.778	 -0.062	  0.009
          1.780	 -0.062	  0.008
          1.782	 -0.062	  0.009
          1.784	 -0.062	  0.010
          1.786	 -0.062	  0.010
          1.788	 -0.062	  0.010
          1.790	 -0.063	  0.011
          1.792	 -0.063	  0.012
          1.794	 -0.066	  0.015
          1.796	 -0.069	  0.018
          1.798	 -0.068	  0.018
          1.800	 -0.067	  0.020
          1.802	 -0.069	  0.022
          1.804	 -0.070	  0.024
          1.806	 -0.070	  0.021
          1.808	 -0.070	  0.018
          1.810	 -0.071	  0.018
          1.812	 -0.072	  0.018
          1.814	 -0.073	  0.015
          1.816	 -0.075	  0.013
          1.818	 -0.072	  0.013
          1.820	 -0.071	  0.012
          1.822	 -0.070	  0.011
          1.824	 -0.069	  0.010
          1.826	 -0.067	  0.009
          1.828	 -0.065	  0.007
          1.830	 -0.065	  0.008
          1.832	 -0.065	  0.009
          1.834	 -0.064	  0.009
          1.836	 -0.064	  0.009
          1.838	 -0.064	  0.009
          1.840	 -0.064	  0.011
          1.842	 -0.065	  0.013
          1.844	 -0.065	  0.014
          1.846	 -0.066	  0.015
          1.848	 -0.067	  0.015
          1.850	 -0.066	  0.015
          1.852	 -0.066	  0.013
          1.854	 -0.065	  0.013
          1.856	 -0.064	  0.013
          1.858	 -0.062	  0.013
          1.860	 -0.061	  0.013
          1.862	 -0.060	  0.013
          1.864	 -0.059	  0.014
          1.866	 -0.059	  0.015
          1.868	 -0.058	  0.017
          1.870	 -0.057	  0.015
          1.872	 -0.057	  0.015
          1.874	 -0.056	  0.014
          1.876	 -0.055	  0.013
          1.878	 -0.054	  0.013
          1.880	 -0.053	  0.013
          1.882	 -0.052	  0.013
          1.884	 -0.051	  0.015
          1.886	 -0.052	  0.015
          1.888	 -0.053	  0.015
          1.890	 -0.051	  0.017
          1.892	 -0.047	  0.018
          1.894	 -0.049	  0.019
          1.896	 -0.050	  0.019
          1.898	 -0.050	  0.021
          1.900	 -0.049	  0.021
          1.902	 -0.050	  0.022
          1.904	 -0.050	  0.022
          1.906	 -0.050	  0.024
          1.908	 -0.049	  0.025
          1.910	 -0.047	  0.025
          1.912	 -0.044	  0.025
          1.914	 -0.042	  0.026
          1.916	 -0.038	  0.029
          1.918	 -0.036	  0.028
          1.920	 -0.034	  0.029
          1.922	 -0.034	  0.030
          1.924	 -0.035	  0.033
          1.926	 -0.034	  0.035
          1.928	 -0.033	  0.036
          1.930	 -0.032	  0.037
          1.932	 -0.032	  0.037
          1.934	 -0.029	  0.041
          1.936	 -0.026	  0.043
          1.938	 -0.026	  0.045
          1.940	 -0.025	  0.046
          1.942	 -0.023	  0.049
          1.944	 -0.019	  0.052
          1.946	 -0.019	  0.053
          1.948	 -0.018	  0.055
          1.950	 -0.017	  0.057
          1.952	 -0.017	  0.059
          1.954	 -0.015	  0.059
          1.956	 -0.015	  0.060
          1.958	 -0.014	  0.060
          1.960	 -0.013	  0.061
          1.962	 -0.010	  0.065
          1.964	 -0.007	  0.067
          1.966	 -0.005	  0.070
          1.968	 -0.003	  0.072
          1.970	 -0.001	  0.075
          1.972	  0.001	  0.079
          1.974	  0.003	  0.079
          1.976	  0.004	  0.079
          1.978	  0.006	  0.077
          1.980	  0.007	  0.074
          1.982	  0.009	  0.071
          1.984	  0.010	  0.067
          1.986	  0.008	  0.065
          1.988	  0.006	  0.062
          1.990	  0.006	  0.059
          1.992	  0.007	  0.058
          1.994	  0.011	  0.057
          1.996	  0.013	  0.057
          1.998	  0.015	  0.057
          2.000	  0.017	  0.058
          2.002	  0.015	  0.056
          2.004	  0.015	  0.056
          2.006	  0.015	  0.056
          2.008	  0.015	  0.056
          2.010	  0.013	  0.054
          2.012	  0.011	  0.052
          2.014	  0.009	  0.051
          2.016	  0.006	  0.049
          2.018	  0.005	  0.046
          2.020	  0.004	  0.043
          2.022	  0.004	  0.045
          2.024	  0.003	  0.046
          2.026	  0.004	  0.046
          2.028	  0.005	  0.045
          2.030	  0.005	  0.044
          2.032	  0.006	  0.043
          2.034	  0.006	  0.043
          2.036	  0.006	  0.043
          2.038	  0.005	  0.042
          2.040	  0.004	  0.040
          2.042	  0.002	  0.038
          2.044	  0.000	  0.037
          2.046	 -0.002	  0.037
          2.048	 -0.003	  0.036
          2.050	 -0.006	  0.037
          2.052	 -0.009	  0.038
          2.054	 -0.009	  0.037
          2.056	 -0.009	  0.036
          2.058	 -0.009	  0.035
          2.060	 -0.010	  0.034
          2.062	 -0.011	  0.035
          2.064	 -0.013	  0.035
          2.066	 -0.014	  0.036
          2.068	 -0.015	  0.036
          2.070	 -0.015	  0.036
          2.072	 -0.015	  0.037
          2.074	 -0.015	  0.036
          2.076	 -0.016	  0.035
          2.078	 -0.017	  0.036
          2.080	 -0.018	  0.036
          2.082	 -0.019	  0.036
          2.084	 -0.021	  0.037
          2.086	 -0.019	  0.037
          2.088	 -0.018	  0.036
          2.090	 -0.017	  0.038
          2.092	 -0.016	  0.039
          2.094	 -0.016	  0.042
          2.096	 -0.015	  0.044
          2.098	 -0.013	  0.046
          2.100	 -0.010	  0.049
          2.102	 -0.010	  0.051
          2.104	 -0.011	  0.054
          2.106	 -0.009	  0.058
          2.108	 -0.009	  0.059
          2.110	 -0.009	  0.067
          2.112	 -0.010	  0.074
          2.114	 -0.009	  0.084
          2.116	 -0.007	  0.094
          2.118	 -0.006	  0.104
          2.120	 -0.005	  0.114
          2.122	 -0.003	  0.131
          2.124	 -0.001	  0.147
          2.126	  0.004	  0.177
          2.128	  0.008	  0.207
          2.130	  0.009	  0.255
          2.132	  0.010	  0.302
          2.134	  0.017	  0.362
          2.136	  0.024	  0.422
          2.138	  0.030	  0.478
          2.140	  0.037	  0.535
          2.142	  0.045	  0.581
          2.144	  0.055	  0.626
          2.146	  0.066	  0.642
          2.148	  0.077	  0.658
          2.150	  0.096	  0.651
          2.152	  0.116	  0.646
          2.154	  0.145	  0.611
          2.156	  0.176	  0.575
          2.158	  0.222	  0.527
          2.160	  0.269	  0.478
          2.162	  0.328	  0.436
          2.164	  0.388	  0.395
          2.166	  0.432	  0.367
          2.168	  0.478	  0.341
          2.170	  0.518	  0.319
          2.172	  0.557	  0.296
          2.174	  0.567	  0.265
          2.176	  0.575	  0.233
          2.178	  0.565	  0.200
          2.180	  0.555	  0.167
          2.182	  0.520	  0.139
          2.184	  0.484	  0.111
          2.186	  0.439	  0.090
          2.188	  0.395	  0.070
          2.190	  0.361	  0.059
          2.192	  0.328	  0.047
          2.194	  0.303	  0.041
          2.196	  0.279	  0.035
          2.198	  0.258	  0.031
          2.200	  0.237	  0.027
          2.202	  0.206	  0.024
          2.204	  0.175	  0.019
          2.206	  0.146	  0.017
          2.208	  0.117	  0.013
          2.210	  0.093	  0.009
          2.212	  0.069	  0.004
          2.214	  0.053	  0.003
          2.216	  0.038	 -0.001
          2.218	  0.033	 -0.003
          2.220	  0.028	 -0.004
          2.222	  0.021	 -0.006
          2.224	  0.015	 -0.009
          2.226	  0.012	 -0.009
          2.228	  0.009	 -0.010
          2.230	  0.004	 -0.011
          2.232	 -0.001	 -0.011
          2.234	 -0.005	 -0.011
          2.236	 -0.009	 -0.009
          2.238	 -0.013	 -0.011
          2.240	 -0.018	 -0.013
          2.242	 -0.021	 -0.013
          2.244	 -0.024	 -0.013
          2.246	 -0.025	 -0.013
          2.248	 -0.025	 -0.015
          2.250	 -0.025	 -0.016
          2.252	 -0.025	 -0.017
          2.254	 -0.025	 -0.016
          2.256	 -0.025	 -0.015
          2.258	 -0.026	 -0.014
          2.260	 -0.028	 -0.013
          2.262	 -0.026	 -0.012
          2.264	 -0.026	 -0.010
          2.266	 -0.027	 -0.011
          2.268	 -0.029	 -0.011
          2.270	 -0.029	 -0.011
          2.272	 -0.031	 -0.011
          2.274	 -0.031	 -0.013
          2.276	 -0.031	 -0.014
          2.278	 -0.029	 -0.016
          2.280	 -0.028	 -0.017
          2.282	 -0.029	 -0.017
          2.284	 -0.029	 -0.017
          2.286	 -0.029	 -0.016
          2.288	 -0.030	 -0.015
          2.290	 -0.030	 -0.014
          2.292	 -0.030	 -0.013
          2.294	 -0.030	 -0.011
          2.296	 -0.030	 -0.011
          2.298	 -0.032	 -0.010
          2.300	 -0.033	 -0.009
          2.302	 -0.034	 -0.011
          2.304	 -0.034	 -0.011
          2.306	 -0.034	 -0.013
          2.308	 -0.034	 -0.013
          2.310	 -0.034	 -0.015
          2.312	 -0.033	 -0.015
          2.314	 -0.034	 -0.015
          2.316	 -0.034	 -0.017
          2.318	 -0.034	 -0.017
          2.320	 -0.034	 -0.017
          2.322	 -0.033	 -0.017
          2.324	 -0.032	 -0.015
          2.326	 -0.032	 -0.013
          2.328	 -0.032	 -0.013
          2.330	 -0.032	 -0.013
          2.332	 -0.031	 -0.014
          2.334	 -0.030	 -0.015
          2.336	 -0.029	 -0.015
          2.338	 -0.029	 -0.017
          2.340	 -0.029	 -0.019
          2.342	 -0.029	 -0.022
          2.344	 -0.030	 -0.025
          2.346	 -0.028	 -0.025
          2.348	 -0.026	 -0.025
          2.350	 -0.026	 -0.025
          2.352	 -0.026	 -0.026
          2.354	 -0.025	 -0.024
          2.356	 -0.025	 -0.021
          2.358	 -0.025	 -0.019
          2.360	 -0.024	 -0.018
          2.362	 -0.025	 -0.016
          2.364	 -0.025	 -0.015
          2.366	 -0.025	 -0.015
          2.368	 -0.026	 -0.015
          2.370	 -0.025	 -0.013
          2.372	 -0.025	 -0.013
          2.374	 -0.026	 -0.011
          2.376	 -0.029	 -0.009
          2.378	 -0.028	 -0.007
          2.380	 -0.028	 -0.005
          2.382	 -0.026	 -0.001
          2.384	 -0.025	  0.004
          2.386	 -0.021	  0.009
          2.388	 -0.018	  0.013
          2.390	 -0.017	  0.018
          2.392	 -0.017	  0.021
          2.394	 -0.015	  0.027
          2.396	 -0.015	  0.033
          2.398	 -0.012	  0.040
          2.400	 -0.010	  0.046
          2.402	 -0.009	  0.051
          2.404	 -0.009	  0.055
          2.406	 -0.005	  0.060
          2.408	 -0.003	  0.066
          2.410	  0.000	  0.071
          2.412	  0.003	  0.077
          2.414	  0.005	  0.084
          2.416	  0.009	  0.091
          2.418	  0.013	  0.098
          2.420	  0.018	  0.105
          2.422	  0.023	  0.110
          2.424	  0.029	  0.116
          2.426	  0.037	  0.123
          2.428	  0.045	  0.131
          2.430	  0.046	  0.137
          2.432	  0.048	  0.144
          2.434	  0.052	  0.148
          2.436	  0.058	  0.153
          2.438	  0.061	  0.158
          2.440	  0.065	  0.162
          2.442	  0.071	  0.170
          2.444	  0.079	  0.177
          2.446	  0.084	  0.181
          2.448	  0.090	  0.185
          2.450	  0.097	  0.191
          2.452	  0.104	  0.196
          2.454	  0.110	  0.199
          2.456	  0.116	  0.201
          2.458	  0.120	  0.203
          2.460	  0.125	  0.204
          2.462	  0.132	  0.204
          2.464	  0.138	  0.205
          2.466	  0.141	  0.203
          2.468	  0.143	  0.203
          2.470	  0.149	  0.201
          2.472	  0.155	  0.199
          2.474	  0.157	  0.194
          2.476	  0.159	  0.187
          2.478	  0.162	  0.184
          2.480	  0.165	  0.180
          2.482	  0.166	  0.174
          2.484	  0.167	  0.169
          2.486	  0.170	  0.164
          2.488	  0.172	  0.160
          2.490	  0.174	  0.155
          2.492	  0.176	  0.149
          2.494	  0.173	  0.145
          2.496	  0.170	  0.141
          2.498	  0.167	  0.137
          2.500	  0.165	  0.133
          2.502	  0.160	  0.128
          2.504	  0.155	  0.124
          2.506	  0.153	  0.120
          2.508	  0.151	  0.117
          2.510	  0.147	  0.111
          2.512	  0.143	  0.105
          2.514	  0.140	  0.102
          2.516	  0.136	  0.099
          2.518	  0.135	  0.097
          2.520	  0.133	  0.096
          2.522	  0.126	  0.096
          2.524	  0.119	  0.097
          2.526	  0.116	  0.093
          2.528	  0.111	  0.091
          2.530	  0.107	  0.088
          2.532	  0.102	  0.086
          2.534	  0.101	  0.085
          2.536	  0.100	  0.084
          2.538	  0.096	  0.080
          2.540	  0.092	  0.076
          2.542	  0.090	  0.074
          2.544	  0.089	  0.071
          2.546	  0.086	  0.069
          2.548	  0.082	  0.067
          2.550	  0.079	  0.066
          2.552	  0.075	  0.066
          2.554	  0.074	  0.066
          2.556	  0.073	  0.065
          2.558	  0.071	  0.067
          2.560	  0.069	  0.068
          2.562	  0.068	  0.068
          2.564	  0.067	  0.067
          2.566	  0.063	  0.067
          2.568	  0.059	  0.065
          2.570	  0.059	  0.065
          2.572	  0.058	  0.065
          2.574	  0.054	  0.064
          2.576	  0.052	  0.062
          2.578	  0.053	  0.061
          2.580	  0.053	  0.060
          2.582	  0.052	  0.058
          2.584	  0.051	  0.054
          2.586	  0.049	  0.054
          2.588	  0.046	  0.053
          2.590	  0.045	  0.053
          2.592	  0.044	  0.053
          2.594	  0.043	  0.053
          2.596	  0.043	  0.051
          2.598	  0.043	  0.052
          2.600	  0.043	  0.053
          2.602	  0.043	  0.052
          2.604	  0.042	  0.050
          2.606	  0.044	  0.050
          2.608	  0.046	  0.050
          2.610	  0.045	  0.051
          2.612	  0.044	  0.051
          2.614	  0.044	  0.051
          2.616	  0.044	  0.051
          2.618	  0.044	  0.051
          2.620	  0.045	  0.051
          2.622	  0.046	  0.052
          2.624	  0.048	  0.052
          2.626	  0.046	  0.053
          2.628	  0.045	  0.054
          2.630	  0.045	  0.054
          2.632	  0.044	  0.054
          2.634	  0.045	  0.052
          2.636	  0.045	  0.051
          2.638	  0.044	  0.050
          2.640	  0.043	  0.049
          2.642	  0.043	  0.046
          2.644	  0.043	  0.043
          2.646	  0.043	  0.042
          2.648	  0.043	  0.040
          2.650	  0.043	  0.040
          2.652	  0.043	  0.039
          2.654	  0.043	  0.038
          2.656	  0.043	  0.037
          2.658	  0.041	  0.037
          2.660	  0.040	  0.037
          2.662	  0.040	  0.037
          2.664	  0.042	  0.037
          2.666	  0.040	  0.037
          2.668	  0.037	  0.037
          2.670	  0.038	  0.036
          2.672	  0.038	  0.035
          2.674	  0.036	  0.034
          2.676	  0.034	  0.031
          2.678	  0.034	  0.030
          2.680	  0.035	  0.030
          2.682	  0.035	  0.028
          2.684	  0.035	  0.026
          2.686	  0.036	  0.026
          2.688	  0.036	  0.026
          2.690	  0.036	  0.026
          2.692	  0.035	  0.028
          2.694	  0.035	  0.029
          2.696	  0.035	  0.030
          2.698	  0.035	  0.033
          2.700	  0.036	  0.035
          2.702	  0.034	  0.035
          2.704	  0.033	  0.034
          2.706	  0.033	  0.033
          2.708	  0.034	  0.033
          2.710	  0.034	  0.032
          2.712	  0.033	  0.031
          2.714	  0.032	  0.033
          2.716	  0.031	  0.034
          2.718	  0.031	  0.033
          2.720	  0.031	  0.033
          2.722	  0.032	  0.033
          2.724	  0.033	  0.033
          2.726	  0.036	  0.032
          2.728	  0.039	  0.032
          2.730	  0.035	  0.030
          2.732	  0.032	  0.030
          2.734	  0.030	  0.030
          2.736	  0.030	  0.030
          2.738	  0.028	  0.029
          2.740	  0.026	  0.028
          2.742	  0.028	  0.025
          2.744	  0.029	  0.023
          2.746	  0.029	  0.021
          2.748	  0.031	  0.018
          2.750	  0.031	  0.019
          2.752	  0.030	  0.019
          2.754	  0.033	  0.021
          2.756	  0.035	  0.021
          2.758	  0.034	  0.022
          2.760	  0.033	  0.024
          2.762	  0.032	  0.026
          2.764	  0.030	  0.028
          2.766	  0.028	  0.029
          2.768	  0.026	  0.029
          2.770	  0.025	  0.029
          2.772	  0.024	  0.030
          2.774	  0.024	  0.027
          2.776	  0.024	  0.024
          2.778	  0.025	  0.024
          2.780	  0.025	  0.024
          2.782	  0.026	  0.022
          2.784	  0.028	  0.021
          2.786	  0.029	  0.023
          2.788	  0.029	  0.025
          2.790	  0.029	  0.027
          2.792	  0.030	  0.029
          2.794	  0.029	  0.029
          2.796	  0.028	  0.030
          2.798	  0.029	  0.030
          2.800	  0.030	  0.032
          2.802	  0.029	  0.030
          2.804	  0.026	  0.028
          2.806	  0.027	  0.025
          2.808	  0.028	  0.024
          2.810	  0.029	  0.022
          2.812	  0.029	  0.022
          2.814	  0.030	  0.022
          2.816	  0.031	  0.024
          2.818	  0.033	  0.024
          2.820	  0.035	  0.025
          2.822	  0.033	  0.026
          2.824	  0.031	  0.028
          2.826	  0.030	  0.027
          2.828	  0.030	  0.026
          2.830	  0.030	  0.026
          2.832	  0.030	  0.026
          2.834	  0.029	  0.028
          2.836	  0.027	  0.029
          2.838	  0.027	  0.029
          2.840	  0.028	  0.029
          2.842	  0.028	  0.029
          2.844	  0.029	  0.029
          2.846	  0.030	  0.028
          2.848	  0.033	  0.028
          2.850	  0.034	  0.029
          2.852	  0.034	  0.029
          2.854	  0.035	  0.032
          2.856	  0.035	  0.035
          2.858	  0.035	  0.038
          2.860	  0.035	  0.041
          2.862	  0.037	  0.044
          2.864	  0.040	  0.049
          2.866	  0.038	  0.050
          2.868	  0.038	  0.051
          2.870	  0.040	  0.052
          2.872	  0.043	  0.055
          2.874	  0.041	  0.057
          2.876	  0.040	  0.057
          2.878	  0.042	  0.060
          2.880	  0.043	  0.061
          2.882	  0.046	  0.064
          2.884	  0.049	  0.067
          2.886	  0.051	  0.070
          2.888	  0.053	  0.074
          2.890	  0.056	  0.078
          2.892	  0.059	  0.081
          2.894	  0.059	  0.083
          2.896	  0.059	  0.085
          2.898	  0.061	  0.084
          2.900	  0.062	  0.084
          2.902	  0.063	  0.081
          2.904	  0.064	  0.078
          2.906	  0.066	  0.076
          2.908	  0.069	  0.074
          2.910	  0.070	  0.073
          2.912	  0.070	  0.072
          2.914	  0.075	  0.074
          2.916	  0.079	  0.075
          2.918	  0.081	  0.075
          2.920	  0.083	  0.075
          2.922	  0.085	  0.078
          2.924	  0.086	  0.080
          2.926	  0.084	  0.082
          2.928	  0.082	  0.083
          2.930	  0.077	  0.085
          2.932	  0.074	  0.086
          2.934	  0.074	  0.084
          2.936	  0.074	  0.081
          2.938	  0.072	  0.080
          2.940	  0.070	  0.078
          2.942	  0.070	  0.075
          2.944	  0.070	  0.073
          2.946	  0.070	  0.072
          2.948	  0.070	  0.072
          2.950	  0.071	  0.071
          2.952	  0.072	  0.071
          2.954	  0.074	  0.071
          2.956	  0.075	  0.072
          2.958	  0.073	  0.074
          2.960	  0.071	  0.075
          2.962	  0.070	  0.076
          2.964	  0.071	  0.077
          2.966	  0.067	  0.079
          2.968	  0.062	  0.079
          2.970	  0.063	  0.078
          2.972	  0.062	  0.077
          2.974	  0.060	  0.077
          2.976	  0.058	  0.077
          2.978	  0.059	  0.077
          2.980	  0.059	  0.078
          2.982	  0.058	  0.077
          2.984	  0.056	  0.077
          2.986	  0.058	  0.079
          2.988	  0.058	  0.082
          2.990	  0.057	  0.082
          2.992	  0.055	  0.082
          2.994	  0.055	  0.082
          2.996	  0.054	  0.083
          2.998	  0.056	  0.084
          3.000	  0.057	  0.085
          3.002	  0.057	  0.084
          3.004	  0.056	  0.084
          3.006	  0.058	  0.084
          3.008	  0.058	  0.085
          3.010	  0.059	  0.085
          3.012	  0.058	  0.086
          3.014	  0.059	  0.089
          3.016	  0.061	  0.092
          3.018	  0.060	  0.096
          3.020	  0.059	  0.099
          3.022	  0.059	  0.102
          3.024	  0.059	  0.105
          3.026	  0.063	  0.113
          3.028	  0.067	  0.121
          3.030	  0.065	  0.129
          3.032	  0.062	  0.136
          3.034	  0.064	  0.145
          3.036	  0.065	  0.153
          3.038	  0.065	  0.164
          3.040	  0.065	  0.175
          3.042	  0.069	  0.193
          3.044	  0.072	  0.211
          3.046	  0.072	  0.237
          3.048	  0.073	  0.263
          3.050	  0.080	  0.309
          3.052	  0.086	  0.356
          3.054	  0.094	  0.411
          3.056	  0.102	  0.467
          3.058	  0.109	  0.530
          3.060	  0.115	  0.593
          3.062	  0.126	  0.638
          3.064	  0.135	  0.684
          3.066	  0.143	  0.705
          3.068	  0.151	  0.725
          3.070	  0.170	  0.725
          3.072	  0.189	  0.724
          3.074	  0.215	  0.691
          3.076	  0.241	  0.657
          3.078	  0.291	  0.615
          3.080	  0.340	  0.572
          3.082	  0.393	  0.524
          3.084	  0.446	  0.477
          3.086	  0.506	  0.449
          3.088	  0.565	  0.419
          3.090	  0.608	  0.393
          3.092	  0.650	  0.366
          3.094	  0.661	  0.337
          3.096	  0.672	  0.307
          3.098	  0.667	  0.277
          3.100	  0.662	  0.246
          3.102	  0.626	  0.216
          3.104	  0.592	  0.184
          3.106	  0.549	  0.164
          3.108	  0.507	  0.141
          3.110	  0.465	  0.127
          3.112	  0.424	  0.112
          3.114	  0.399	  0.105
          3.116	  0.374	  0.098
          3.118	  0.348	  0.091
          3.120	  0.324	  0.085
          3.122	  0.291	  0.082
          3.124	  0.259	  0.079
          3.126	  0.229	  0.073
          3.128	  0.199	  0.069
          3.130	  0.170	  0.065
          3.132	  0.141	  0.060
          3.134	  0.123	  0.056
          3.136	  0.104	  0.051
          3.138	  0.092	  0.048
          3.140	  0.081	  0.044
          3.142	  0.073	  0.043
          3.144	  0.064	  0.040
          3.146	  0.060	  0.038
          3.148	  0.057	  0.035
          3.150	  0.051	  0.035
          3.152	  0.045	  0.035
          3.154	  0.042	  0.035
          3.156	  0.039	  0.036
          3.158	  0.036	  0.035
          3.160	  0.033	  0.035
          3.162	  0.029	  0.035
          3.164	  0.026	  0.035
          3.166	  0.024	  0.034
          3.168	  0.021	  0.032
          3.170	  0.021	  0.030
          3.172	  0.018	  0.029
          3.174	  0.017	  0.030
          3.176	  0.015	  0.029
          3.178	  0.015	  0.030
          3.180	  0.014	  0.029
          3.182	  0.014	  0.031
          3.184	  0.014	  0.032
          3.186	  0.014	  0.031
          3.188	  0.014	  0.030
          3.190	  0.013	  0.030
          3.192	  0.013	  0.030
          3.194	  0.009	  0.029
          3.196	  0.007	  0.030
          3.198	  0.006	  0.029
          3.200	  0.005	  0.029
          3.202	  0.004	  0.028
          3.204	  0.004	  0.027
          3.206	  0.005	  0.027
          3.208	  0.006	  0.028
          3.210	  0.004	  0.027
          3.212	  0.002	  0.026
          3.214	  0.002	  0.027
          3.216	  0.001	  0.029
          3.218	  0.001	  0.029
          3.220	 -0.001	  0.030
          3.222	  0.000	  0.032
          3.224	  0.000	  0.033
          3.226	 -0.001	  0.034
          3.228	 -0.001	  0.035
          3.230	 -0.003	  0.035
          3.232	 -0.005	  0.035
          3.234	 -0.004	  0.038
          3.236	 -0.003	  0.040
          3.238	 -0.004	  0.041
          3.240	 -0.004	  0.042
          3.242	 -0.003	  0.042
          3.244	 -0.003	  0.041
          3.246	 -0.002	  0.042
          3.248	 -0.003	  0.043
          3.250	 -0.003	  0.044
          3.252	 -0.003	  0.044
          3.254	 -0.002	  0.044
          3.256	  0.000	  0.045
          3.258	 -0.001	  0.044
          3.260	 -0.002	  0.044
          3.262	 -0.001	  0.044
          3.264	  0.001	  0.045
          3.266	 -0.002	  0.045
          3.268	 -0.004	  0.045
          3.270	 -0.003	  0.045
          3.272	 -0.003	  0.044
          3.274	 -0.003	  0.045
          3.276	 -0.004	  0.045
          3.278	 -0.002	  0.046
          3.280	  0.001	  0.048
          3.282	  0.000	  0.048
          3.284	  0.000	  0.049
          3.286	  0.001	  0.051
          3.288	  0.002	  0.054
          3.290	  0.002	  0.054
          3.292	  0.002	  0.055
          3.294	  0.001	  0.058
          3.296	  0.000	  0.061
          3.298	  0.001	  0.063
          3.300	  0.004	  0.065
          3.302	  0.003	  0.067
          3.304	  0.003	  0.069
          3.306	  0.004	  0.072
          3.308	  0.004	  0.076
          3.310	  0.006	  0.077
          3.312	  0.007	  0.079
          3.314	  0.008	  0.084
          3.316	  0.009	  0.088
          3.318	  0.009	  0.093
          3.320	  0.011	  0.098
          3.322	  0.013	  0.101
          3.324	  0.015	  0.105
          3.326	  0.020	  0.110
          3.328	  0.025	  0.116
          3.330	  0.025	  0.119
          3.332	  0.026	  0.123
          3.334	  0.030	  0.127
          3.336	  0.035	  0.130
          3.338	  0.036	  0.133
          3.340	  0.038	  0.138
          3.342	  0.043	  0.144
          3.344	  0.048	  0.151
          3.346	  0.051	  0.158
          3.348	  0.056	  0.163
          3.350	  0.059	  0.170
          3.352	  0.065	  0.176
          3.354	  0.070	  0.181
          3.356	  0.077	  0.186
          3.358	  0.081	  0.191
          3.360	  0.083	  0.196
          3.362	  0.088	  0.199
          3.364	  0.092	  0.203
          3.366	  0.096	  0.205
          3.368	  0.099	  0.208
          3.370	  0.103	  0.214
          3.372	  0.108	  0.220
          3.374	  0.113	  0.218
          3.376	  0.117	  0.217
          3.378	  0.126	  0.220
          3.380	  0.134	  0.223
          3.382	  0.139	  0.221
          3.384	  0.144	  0.218
          3.386	  0.147	  0.218
          3.388	  0.150	  0.218
          3.390	  0.153	  0.215
          3.392	  0.158	  0.212
          3.394	  0.158	  0.211
          3.396	  0.159	  0.209
          3.398	  0.162	  0.207
          3.400	  0.164	  0.204
          3.402	  0.162	  0.196
          3.404	  0.161	  0.189
          3.406	  0.163	  0.184
          3.408	  0.165	  0.180
          3.410	  0.163	  0.174
          3.412	  0.162	  0.169
          3.414	  0.161	  0.165
          3.416	  0.160	  0.161
          3.418	  0.158	  0.154
          3.420	  0.158	  0.148
          3.422	  0.153	  0.145
          3.424	  0.149	  0.142
          3.426	  0.145	  0.139
          3.428	  0.142	  0.135
          3.430	  0.136	  0.131
          3.432	  0.131	  0.127
          3.434	  0.125	  0.123
          3.436	  0.120	  0.120
          3.438	  0.114	  0.115
          3.440	  0.107	  0.110
          3.442	  0.104	  0.106
          3.444	  0.101	  0.104
          3.446	  0.097	  0.100
          3.448	  0.092	  0.095
          3.450	  0.090	  0.092
          3.452	  0.087	  0.091
          3.454	  0.082	  0.088
          3.456	  0.077	  0.086
          3.458	  0.073	  0.087
          3.460	  0.069	  0.088
          3.462	  0.066	  0.085
          3.464	  0.063	  0.083
          3.466	  0.059	  0.079
          3.468	  0.054	  0.074
          3.470	  0.052	  0.073
          3.472	  0.050	  0.071
          3.474	  0.048	  0.070
          3.476	  0.044	  0.068
          3.478	  0.042	  0.067
          3.480	  0.038	  0.067
          3.482	  0.036	  0.065
          3.484	  0.034	  0.062
          3.486	  0.032	  0.064
          3.488	  0.030	  0.065
          3.490	  0.028	  0.066
          3.492	  0.025	  0.067
          3.494	  0.022	  0.067
          3.496	  0.019	  0.067
          3.498	  0.017	  0.066
          3.500	  0.015	  0.065
          3.502	  0.013	  0.063
          3.504	  0.011	  0.061
          3.506	  0.011	  0.061
          3.508	  0.011	  0.060
          3.510	  0.009	  0.059
          3.512	  0.007	  0.059
          3.514	  0.007	  0.060
          3.516	  0.006	  0.062
          3.518	  0.006	  0.061
          3.520	  0.006	  0.060
          3.522	  0.006	  0.060
          3.524	  0.006	  0.060
          3.526	  0.005	  0.061
          3.528	  0.005	  0.062
          3.530	  0.004	  0.062
          3.532	  0.004	  0.062
          3.534	  0.003	  0.060
          3.536	  0.003	  0.058
          3.538	  0.001	  0.056
          3.540	 -0.001	  0.054
          3.542	  0.000	  0.052
          3.544	  0.000	  0.051
          3.546	 -0.002	  0.052
