X	Y1	Y2
9.84	0.459075661	-0.534904509
9.852	0.469418185	-0.472338351
9.864	0.478484095	-0.410301127
9.876	0.486194182	-0.348927526
9.888	0.492473228	-0.288348874
9.9	0.497250312	-0.228692771
9.912	0.500459095	-0.170082735
9.924	0.50203809	-0.112637867
9.936	0.501930917	-0.056472532
9.948	0.500086543	-0.001696051
9.96	0.496459493	0.051587582
9.972	0.491010052	0.10327996
9.984	0.483704444	0.153288518
9.996	0.474514987	0.201526749
10.008	0.463420227	0.247914409
10.02	0.450405053	0.292377701
10.032	0.435460791	0.33484943
10.044	0.418585266	0.375269135
10.056	0.399782851	0.413583206
10.068	0.379064491	0.44974497
10.08	0.356447695	0.483714752
10.092	0.331956516	0.515459918
10.104	0.305621503	0.544954887
10.116	0.277479628	0.572181127
10.128	0.247574192	0.597127123
10.14	0.215954708	0.619788315
10.152	0.182676763	0.640167029
10.164	0.147801859	0.658272368
10.176	0.111397225	0.674120091
10.188	0.073535622	0.687732467
10.2	0.034295116	0.699138108
10.212	-0.006241162	0.708371783
10.224	-0.047985275	0.715474211
10.236	-0.090844757	0.720491834
10.248	-0.134722907	0.723476575
10.26	-0.179519096	0.724485576
10.272	-0.225129091	0.723580925
10.284	-0.271445389	0.72082936
10.296	-0.318357566	0.716301971
10.308	-0.365752637	0.710073877
10.32	-0.413515418	0.702223898
10.332	-0.461528907	0.692834223
10.344	-0.509674667	0.681990054
10.356	-0.557833207	0.669779257
10.368	-0.605884382	0.656292001
10.38	-0.653707784	0.64162039
10.392	-0.701183137	0.625858099
10.404	-0.748190696	0.609099996
10.416	-0.794611636	0.591441779
10.428	-0.840328449	0.572979599
10.44	-0.885225327	0.553809697
10.452	-0.929188544	0.534028032
10.464	-0.972106832	0.513729929
10.476	-1.013871744	0.493009719
10.488	-1.054378011	0.471960396
10.5	-1.09352389	0.450673278
10.512	-1.131211492	0.429237676
10.524	-1.167347106	0.407740583
10.536	-1.201841501	0.386266363
10.548	-1.234610218	0.364896467
10.56	-1.265573842	0.343709145
10.572	-1.294658259	0.322779197
10.584	-1.32179489	0.302177716
10.596	-1.346920912	0.281971865
10.608	-1.369979454	0.262224667
10.62	-1.390919776	0.24299481
10.632	-1.409697422	0.224336473
10.644	-1.426274357	0.206299178
10.656	-1.440619075	0.188927649
10.668	-1.452706693	0.172261707
10.68	-1.46251901	0.156336174
10.692	-1.470044554	0.141180805
10.704	-1.475278602	0.126820239
10.716	-1.47822317	0.11327397
10.728	-1.478886993	0.100556343
10.74	-1.477285466	0.088676571
10.752	-1.473440574	0.07763877
10.764	-1.467380797	0.067442016
10.776	-1.459140984	0.058080431
10.788	-1.448762217	0.049543273
10.8	-1.436291645	0.041815064
10.812	-1.421782301	0.034875723
10.824	-1.405292898	0.028700727
10.836	-1.386887604	0.023261285
10.848	-1.3666358	0.018524533
10.86	-1.34461182	0.014453742
10.872	-1.320894672	0.011008545
10.884	-1.29556775	0.008145177
10.896	-1.268718518	0.005816727
10.908	-1.240438197	0.003973406
10.92	-1.210821424	0.002562827
10.932	-1.179965911	0.001530293
10.944	-1.147972089	0.00081909
10.956	-1.114942741	0.000370803
10.968	-1.080982631	0.00012562
10.98	-1.046198131	2.2656E-05
10.992	-1.010696832	2.73974E-07
11.004	-0.974587161	-3.58851E-06
11.016	-0.937977992	-5.10917E-05
11.028	-0.900978259	-0.000204166
11.04	-0.863696565	-0.000524182
11.052	-0.826240802	-0.001071631
11.064	-0.788717761	-0.001905798
11.076	-0.751232762	-0.003084448
11.088	-0.713889279	-0.004663515
11.1	-0.676788579	-0.006696798
11.112	-0.640029365	-0.009235669
11.124	-0.603707436	-0.012328784
11.136	-0.567915349	-0.016021815
11.148	-0.532742105	-0.020357183
11.16	-0.498272838	-0.025373812
11.172	-0.464588526	-0.031106896
11.184	-0.431765714	-0.037587675
11.196	-0.399876258	-0.044843238
11.208	-0.368987081	-0.052896331
11.22	-0.339159952	-0.061765193
11.232	-0.310451287	-0.071463402
11.244	-0.282911961	-0.081999749
11.256	-0.256587148	-0.093378118
11.268	-0.231516183	-0.105597404
11.28	-0.207732442	-0.118651437
11.292	-0.185263248	-0.132528932
11.304	-0.164129792	-0.147213463
11.316	-0.144347091	-0.162683454
11.328	-0.125923951	-0.178912194
11.34	-0.108862973	-0.195867871
11.352	-0.093160563	-0.213513634
11.364	-0.078806978	-0.231807666
11.376	-0.065786392	-0.250703289
11.388	-0.05407698	-0.270149082
11.4	-0.04365103	-0.290089022
11.412	-0.034475074	-0.310462647
11.424	-0.026510042	-0.331205237
11.436	-0.019711436	-0.352248013
11.448	-0.014029521	-0.373518354
11.46	-0.009409542	-0.394940037
11.472	-0.005791956	-0.416433482
11.484	-0.00311268	-0.437916029
11.496	-0.001303362	-0.459302215
11.508	-0.000291657	-0.480504071
11.52	-1.53419E-06	-0.501431437
11.532	-0.00035358	-0.521992276
11.544	-0.001265329	-0.542093014
11.556	-0.002651595	-0.561638875
11.568	-0.00442482	-0.580534235
11.58	-0.006495428	-0.598682977
11.592	-0.008772187	-0.615988852
11.604	-0.011162583	-0.632355848
11.616	-0.013573185	-0.647688559
11.628	-0.015910033	-0.661892552
11.64	-0.018079009	-0.674874744
11.652	-0.019986223	-0.68654377
11.664	-0.021538394	-0.696810347
11.676	-0.022643223	-0.705587644
11.688	-0.023209775	-0.712791633
11.7	-0.023148843	-0.718341448
11.712	-0.022373317	-0.722159723
11.724	-0.020798538	-0.724172929
11.736	-0.018342648	-0.7243117
11.748	-0.014926927	-0.72251114
11.76	-0.010476123	-0.718711128
11.772	-0.004918761	-0.712856598
11.784	0.00181255	-0.704897813
11.796	0.009780834	-0.694790616
11.808	0.019044476	-0.682496669
11.82	0.029656967	-0.667983667
11.832	0.041666672	-0.651225541
11.844	0.055116606	-0.632202635
11.856	0.070044241	-0.610901865
11.868	0.086481323	-0.587316854
11.88	0.10445372	-0.561448049
11.892	0.123981278	-0.533302813
11.904	0.145077717	-0.502895495
11.916	0.167750527	-0.470247471
11.928	0.192000908	-0.435387176
11.94	0.217823719	-0.398350092
11.952	0.245207457	-0.35917873
11.964	0.274134252	-0.317922578
11.976	0.304579897	-0.274638027
11.988	0.336513887	-0.229388273
12	0.369899496	-0.1822432
12.012	0.404693863	-0.133279232
12.024	0.440848106	-0.082579167
12.036	0.478307465	-0.030231986
12.048	0.517011456	0.023667354
12.06	0.556894048	0.079018158
12.072	0.59788387	0.135714245
12.084	0.639904424	0.193644218
12.096	0.682874328	0.252691762
12.108	0.726707569	0.312735951
12.12	0.771313781	0.373651573
12.132	0.816598534	0.435309479
12.144	0.862463638	0.497576939
12.156	0.908807466	0.560318013
12.168	0.955525283	0.623393939
12.18	1.002509596	0.686663524
12.192	1.049650504	0.749983558
12.204	1.096836066	0.813209221
12.216	1.143952675	0.876194512
12.228	1.190885433	0.938792673
12.24	1.237518541	1.000856624
12.252	1.283735686	1.062239399
12.264	1.329420435	1.122794583
12.276	1.374456622	1.182376748
12.288	1.418728751	1.240841897
12.3	1.462122376	1.298047887
12.312	1.504524499	1.353854868
12.324	1.545823949	1.408125705
12.336	1.585911764	1.460726389
12.348	1.624681558	1.511526455
12.36	1.662029888	1.560399375
12.372	1.697856606	1.607222947
12.384	1.732065202	1.651879671
12.396	1.764563134	1.694257109
12.408	1.795262144	1.734248234
12.42	1.824078565	1.771751757
12.432	1.850933603	1.806672444
12.444	1.87575361	1.838921409
12.456	1.898470336	1.868416387
12.468	1.919021167	1.895081995
12.48	1.937349334	1.918849962
12.492	1.953404116	1.939659342
12.504	1.967141008	1.957456704
12.516	1.978521878	1.9721963
12.528	1.987515096	1.983840204
12.54	1.994095647	1.992358433
12.552	1.998245211	1.99772904
12.564	1.999952232	1.999938183
12.576	1.999211955	1.998980165
12.588	1.996026441	1.994857458
12.6	1.990404565	1.987580689
12.612	1.982361978	1.977168608
12.624	1.971921061	1.963648035
12.636	1.959110841	1.947053769
12.648	1.943966896	1.927428483
12.66	1.926531229	1.904822591
12.672	1.906852127	1.879294092
12.684	1.884983989	1.850908387
12.696	1.860987146	1.819738075
12.708	1.834927647	1.785862733
12.72	1.806877038	1.74936866
12.732	1.776912109	1.710348619
12.744	1.745114637	1.668901541
12.756	1.711571102	1.625132225
12.768	1.676372388	1.579151012
12.78	1.639613478	1.531073445
12.792	1.601393122	1.481019911
12.804	1.561813503	1.429115274
12.816	1.520979886	1.375488493
12.828	1.479000261	1.320272224
12.84	1.435984971	1.263602415
12.852	1.392046337	1.205617895
12.864	1.34729828	1.146459951
12.876	1.301855926	1.086271901
12.888	1.255835224	1.025198658
12.9	1.209352549	0.9633863
12.912	1.162524309	0.900981628
12.924	1.115466551	0.838131728
12.936	1.068294577	0.774983537
12.948	1.021122548	0.711683409
12.96	0.97406311	0.648376679
12.972	0.927227012	0.585207245
12.984	0.880722743	0.522317144
12.996	0.83465617	0.459846148
13.008	0.789130187	0.397931357
13.02	0.744244382	0.336706817
13.032	0.700094707	0.276303134
13.044	0.65677317	0.216847117
13.056	0.614367537	0.158461426
13.068	0.572961052	0.101264236
13.08	0.532632172	0.045368923
13.092	0.493454321	-0.009116238
13.104	0.455495665	-0.062088352
13.116	0.418818901	-0.113450167
13.128	0.383481073	-0.163110313
13.14	0.349533402	-0.210983527
13.152	0.317021141	-0.256990843
13.164	0.285983455	-0.301059777
13.176	0.256453314	-0.343124474
13.188	0.228457423	-0.38312584
13.2	0.202016157	-0.421011651
13.212	0.177143537	-0.456736633
13.224	0.153847217	-0.49026252
13.236	0.132128497	-0.521558093
13.248	0.111982366	-0.550599188
13.26	0.093397554	-0.577368682
13.272	0.076356625	-0.601856462
13.284	0.060836074	-0.624059356
13.296	0.04680646	-0.643981058
13.308	0.034232554	-0.661632017
13.32	0.023073507	-0.67702931
13.332	0.013283044	-0.690196493
13.344	0.004809672	-0.701163429
13.356	-0.002403091	-0.709966099
13.368	-0.008416466	-0.716646386
13.38	-0.013296154	-0.721251853
13.392	-0.017112049	-0.723835492
13.404	-0.019937949	-0.724455459
13.416	-0.021851242	-0.723174799
13.428	-0.022932586	-0.720061148
13.44	-0.023265575	-0.71518643
13.452	-0.022936392	-0.708626533
13.464	-0.022033459	-0.70046098
13.476	-0.020647072	-0.690772593
13.488	-0.018869035	-0.679647137
13.5	-0.016792287	-0.66717297
13.512	-0.014510524	-0.653440677
13.524	-0.012117817	-0.638542708
13.536	-0.009708235	-0.622573005
13.548	-0.007375463	-0.605626635
13.56	-0.005212422	-0.587799416
13.572	-0.003310896	-0.569187545
13.584	-0.001761159	-0.549887236
13.596	-0.000651608	-0.529994351
13.608	-6.84086E-05	-0.509604042
13.62	-9.51423E-05	-0.488810401
13.632	-0.000812467	-0.467706111
13.644	-0.00229779	-0.446382113
13.656	-0.004624947	-0.42492728
13.668	-0.007863903	-0.403428101
13.68	-0.012080461	-0.381968377
13.692	-0.017335988	-0.36062894
13.704	-0.02368716	-0.339487369
13.716	-0.031185721	-0.318617737
13.728	-0.039878263	-0.298090369
13.74	-0.049806023	-0.277971613
13.752	-0.061004702	-0.258323636
13.764	-0.073504303	-0.239204236
13.776	-0.08732899	-0.220666669
13.788	-0.102496972	-0.202759504
13.8	-0.119020404	-0.185526491
13.812	-0.136905316	-0.169006453
13.824	-0.156151559	-0.153233203
13.836	-0.176752778	-0.138235471
13.848	-0.198696409	-0.124036864
13.86	-0.221963695	-0.110655846
13.872	-0.246529728	-0.098105729
13.884	-0.272363514	-0.086394699
13.896	-0.299428061	-0.075525856
13.908	-0.327680483	-0.065497276
13.92	-0.357072141	-0.056302096
13.932	-0.387548789	-0.047928615
13.944	-0.419050748	-0.040360417
13.956	-0.451513106	-0.033576519
13.968	-0.484865929	-0.027551526
13.98	-0.519034495	-0.022255814
13.992	-0.553939545	-0.017655728
14.004	-0.589497553	-0.013713788
14.016	-0.62562101	-0.010388927
14.028	-0.662218727	-0.007636728
14.04	-0.699196146	-0.00540968
14.052	-0.736455671	-0.003657452
14.064	-0.773897007	-0.002327168
14.076	-0.811417509	-0.001363703
14.088	-0.848912542	-0.000709978
14.1	-0.886275851	-0.000307271
14.112	-0.923399934	-9.55296E-05
14.124	-0.960176423	-1.3692E-05
14.136	-0.99649647	-9.53448E-09
14.148	-1.032251129	7.62625E-06
14.16	-1.06733175	7.13557E-05
14.172	-1.101630365	0.000253023
14.184	-1.135040076	0.000613849
14.196	-1.167455439	0.001214108
14.208	-1.19877284	0.002112805
14.22	-1.228890877	0.003367362
14.232	-1.257710722	0.00503331
14.244	-1.285136478	0.007163985
14.256	-1.311075537	0.009810234
14.268	-1.335438909	0.013020138
14.28	-1.358141555	0.016838737
14.292	-1.379102699	0.02130777
14.304	-1.398246126	0.02646543
14.316	-1.415500465	0.032346136
14.328	-1.430799459	0.038980311
14.34	-1.444082213	0.046394186
14.352	-1.455293422	0.054609618
14.364	-1.464383592	0.06364392
14.376	-1.471309221	0.073509721
14.388	-1.476032979	0.084214835
14.4	-1.478523855	0.095762153
14.412	-1.478757286	0.108149558
14.424	-1.47671526	0.121369857
14.436	-1.472386407	0.135410736
14.448	-1.465766048	0.150254735
14.46	-1.456856245	0.165879246
14.472	-1.445665802	0.182256531
14.484	-1.432210266	0.199353764
14.496	-1.416511887	0.217133088
14.508	-1.398599563	0.235551704
14.52	-1.378508761	0.25456197
14.532	-1.356281415	0.274111532
14.544	-1.331965801	0.294143462
14.556	-1.305616386	0.314596429
14.568	-1.277293664	0.335404881
14.58	-1.247063965	0.356499251
14.592	-1.214999243	0.377806177
14.604	-1.181176849	0.39924874
14.616	-1.145679281	0.420746721
14.628	-1.108593917	0.442216874
14.64	-1.070012735	0.46357321
14.652	-1.030032009	0.484727294
14.664	-0.988751999	0.505588564
14.676	-0.946276623	0.526064648
14.688	-0.902713112	0.546061703
14.7	-0.858171664	0.565484754
14.712	-0.812765078	0.58423805
14.724	-0.766608384	0.602225417
14.736	-0.719818465	0.619350626
14.748	-0.672513671	0.635517756
14.76	-0.624813432	0.650631566
14.772	-0.57683786	0.664597865
14.784	-0.52870736	0.677323885
14.796	-0.480542227	0.688718648
14.808	-0.432462257	0.698693335
14.82	-0.384586351	0.707161648
14.832	-0.337032123	0.714040166
14.844	-0.289915521	0.719248698
14.856	-0.243350444	0.722710621
14.868	-0.197448371	0.724353216
14.88	-0.152318	0.724107988
14.892	-0.108064898	0.721910976
14.904	-0.064791157	0.717703051
14.916	-0.022595068	0.711430194
14.928	0.018429195	0.703043769
14.94	0.058191871	0.692500767
14.952	0.096607898	0.679764043
14.964	0.133597178	0.664802529
14.976	0.169084829	0.647591428
14.988	0.203001408	0.62811239
15	0.235283128	0.606353667
15.012	0.265872047	0.582310243
15.024	0.294716232	0.555983944
15.036	0.321769912	0.527383532
15.048	0.346993603	0.49652476
15.06	0.370354209	0.463430421
15.072	0.391825103	0.428130364
15.084	0.411386185	0.390661485
15.096	0.429023916	0.351067698
15.108	0.444731328	0.309399883
15.12	0.458508013	0.265715804
15.132	0.470360083	0.220080011
15.144	0.480300117	0.17256371
15.156	0.488347074	0.12324462
15.168	0.494526189	0.072206793
15.18	0.498868851	0.019540429
15.192	0.501412446	-0.034658347
15.204	0.502200197	-0.090287717
15.216	0.501280966	-0.14724043
15.228	0.498709047	-0.205404081
15.24	0.494543939	-0.264661403
15.252	0.488850095	-0.324890583
15.264	0.48169666	-0.385965592
15.276	0.473157188	-0.447756533
15.288	0.463309349	-0.510130003
15.3	0.452234616	-0.572949462
15.312	0.440017943	-0.63607563
15.324	0.426747427	-0.699366877
15.336	0.412513967	-0.762679635
15.348	0.397410904	-0.825868814
15.36	0.381533658	-0.888788226
15.372	0.364979363	-0.951291014
15.384	0.347846483	-1.013230086
15.396	0.330234438	-1.074458551
15.408	0.312243222	-1.134830156
15.42	0.293973013	-1.194199728
15.432	0.275523798	-1.252423603
15.444	0.256994983	-1.309360068
15.456	0.238485021	-1.364869782
15.468	0.220091028	-1.418816202
15.48	0.201908425	-1.471066001
15.492	0.184030563	-1.521489471
15.504	0.166548381	-1.56996092
15.516	0.149550052	-1.61635906
15.528	0.133120655	-1.660567378
15.54	0.117341849	-1.702474495
15.552	0.10229157	-1.741974508
15.564	0.08804373	-1.77896732
15.576	0.074667945	-1.813358945
15.588	0.062229267	-1.845061805
15.6	0.050787942	-1.873994997
15.612	0.040399181	-1.900084545
15.624	0.031112957	-1.923263632
15.636	0.022973809	-1.943472804
15.648	0.016020683	-1.96066016
15.66	0.010286778	-1.97478151
15.672	0.005799428	-1.985800513
15.684	0.002579993	-1.993688791
15.696	0.000643786	-1.998426019
15.708	6.0716E-09	-1.999999985
15.72	0.000651713	-1.998406632
15.732	0.002595811	-1.993650068
15.744	0.005823061	-1.985742554
15.756	0.010318113	-1.974704464
15.768	0.016059571	-1.960564226
15.78	0.023020066	-1.943358227
15.792	0.03116636	-1.923130707
15.804	0.040459475	-1.899933615
15.816	0.050854837	-1.873826447
15.828	0.062302441	-1.844876067
15.84	0.074747045	-1.813156493
15.852	0.088128371	-1.77874867
15.864	0.10238134	-1.741740217
15.876	0.117436308	-1.702225157
15.888	0.133219338	-1.660303624
15.9	0.14965247	-1.616081556
15.912	0.166654024	-1.569670363
15.924	0.184138899	-1.52118659
15.936	0.202018906	-1.470751553
15.948	0.22020309	-1.418490969
15.96	0.238598084	-1.364534569
15.972	0.257108459	-1.309015702
15.984	0.275637087	-1.25207093
15.996	0.29408551	-1.193839606
16.008	0.312354315	-1.134463462
16.02	0.330343515	-1.074086168
16.032	0.34795293	-1.012852907
16.044	0.36508257	-0.950909937
16.056	0.381633019	-0.888404151
16.068	0.397505818	-0.825482641
16.08	0.412603846	-0.762292261
16.092	0.426831693	-0.698979195
16.104	0.440096031	-0.635688524
16.116	0.452305978	-0.572563805
16.128	0.463373455	-0.509746654
16.14	0.473213528	-0.447376339
16.152	0.481744747	-0.385589378
16.164	0.488889466	-0.324519155
16.176	0.494574157	-0.264295546
16.188	0.498729703	-0.205044554
16.2	0.501291679	-0.146887964
16.212	0.50220062	-0.089943015
16.224	0.501402263	-0.034322083
16.236	0.498847779	0.019867616
16.248	0.494493983	0.072524296
16.26	0.488303521	0.123551869
16.272	0.480245046	0.172860173
16.284	0.470293358	0.22036519
16.296	0.458429537	0.265989245
16.308	0.444641044	0.30966117
16.32	0.428921807	0.351316456
16.332	0.411272273	0.390897382
16.344	0.391699451	0.428353111
16.356	0.37021692	0.46363977
16.368	0.346844821	0.496720505
16.38	0.321609819	0.527565514
16.392	0.294545051	0.556152045
16.404	0.265690039	0.582464387
16.416	0.235090593	0.606493823
16.428	0.202798682	0.628238568
16.44	0.168872285	0.647703679
16.452	0.133375224	0.664900945
16.464	0.096376976	0.679848757
16.476	0.057952456	0.69257195
16.488	0.018181793	0.70310163
16.5	-0.022849921	0.71147498
16.512	-0.065052899	0.717735041
16.524	-0.108332939	0.721930487
16.536	-0.152591726	0.724115364
16.548	-0.197727145	0.724348836
16.56	-0.243633611	0.72269489
16.572	-0.290202407	0.719222049
16.584	-0.337322037	0.714003057
16.596	-0.384878588	0.707114558
16.608	-0.432756103	0.698636766
16.62	-0.480836957	0.68865312
16.632	-0.529002243	0.677249934
16.644	-0.577132161	0.664516043
16.656	-0.625106414	0.650542435
16.668	-0.672804597	0.635421889
16.68	-0.720106601	0.619248603
16.692	-0.766893002	0.602117823
16.704	-0.813045458	0.584125474
16.716	-0.858447095	0.565367785
16.728	-0.902982897	0.545940929
16.74	-0.946540079	0.525940654
16.752	-0.98900846	0.505461928
16.764	-1.030280828	0.484598586
16.776	-1.070253287	0.46344299
16.788	-1.108825601	0.442085691
16.8	-1.14590152	0.420615108
16.812	-1.181389094	0.399117216
16.824	-1.215200973	0.377675243
16.836	-1.24725469	0.356369388
16.848	-1.277472928	0.335276549
16.86	-1.305783765	0.314470065
16.872	-1.332120907	0.29401948
16.884	-1.356423897	0.273990321
16.896	-1.378638303	0.254443893
16.908	-1.398715889	0.235437094
16.92	-1.416614761	0.217022252
16.932	-1.432299491	0.199246978
16.944	-1.445741221	0.182154043
16.956	-1.456917741	0.165781271
16.968	-1.465813549	0.150161459
16.98	-1.472419878	0.135322313
16.992	-1.476734711	0.12128641
17.004	-1.478762764	0.108071178
17.016	-1.478515452	0.0956889
17.028	-1.476010825	0.084146736
17.04	-1.471273486	0.073446775
17.052	-1.464334485	0.063586093
17.064	-1.455231193	0.054556847
17.076	-1.444007144	0.04634638
17.088	-1.430711873	0.038937349
17.1	-1.415400718	0.032307871
17.112	-1.398134607	0.026431688
17.124	-1.37897983	0.021278352
17.136	-1.358007787	0.016813421
17.148	-1.335294724	0.01299868
17.16	-1.310921442	0.009792366
17.172	-1.284973008	0.007149423
17.184	-1.257538431	0.005021751
17.196	-1.228710345	0.003358486
17.208	-1.198584661	0.002106278
17.22	-1.167260227	0.001209584
17.232	-1.13483846	0.000610972
17.244	-1.101422984	0.000251428
17.256	-1.067119255	7.06696E-05
17.268	-1.032034178	7.47217E-06
17.28	-0.996275727	-1.14509E-08
17.292	-0.959952555	-1.39224E-05
17.304	-0.923173606	-9.6368E-05
17.316	-0.88604773	-0.000309093
17.328	-0.848683288	-0.000713156
17.34	-0.811187778	-0.0013686
17.352	-0.773667444	-0.002334139
17.364	-0.736226911	-0.00366684
17.376	-0.698968811	-0.005421817
17.388	-0.661993422	-0.007651929
17.4	-0.625398324	-0.010407493
17.412	-0.589278055	-0.013736
17.424	-0.553723782	-0.017681847
17.436	-0.518822991	-0.022286082
17.448	-0.484659183	-0.02758616
17.46	-0.451311588	-0.033615713
17.472	-0.418854902	-0.04040434
17.484	-0.387359027	-0.047977408
17.496	-0.356888846	-0.056355875
17.508	-0.327504003	-0.065556127
17.52	-0.299258711	-0.075589834
17.532	-0.272201575	-0.086463832
17.544	-0.246375443	-0.098180014
17.556	-0.221817273	-0.110735248
17.568	-0.198558021	-0.124121317
17.58	-0.176622557	-0.138324877
17.592	-0.156029601	-0.153327434
17.604	-0.13679168	-0.169105349
17.616	-0.118915109	-0.185629859
17.628	-0.102399999	-0.202867123
17.64	-0.087240284	-0.220778286
17.652	-0.07342377	-0.239319567
17.664	-0.060932214	-0.25844237
17.676	-0.049741413	-0.278093409
17.688	-0.039821329	-0.29821486
17.7	-0.031136228	-0.31874453
17.712	-0.023644838	-0.339616044
17.724	-0.017300536	-0.360759056
17.736	-0.012051547	-0.382099469
17.748	-0.007841165	-0.403559683
17.76	-0.004607996	-0.425058849
17.772	-0.002286209	-0.446513147
17.784	-0.000805817	-0.467836072
17.796	-9.29583E-05	-0.488938739
17.808	-7.02072E-05	-0.509730194
17.82	-0.000656886	-0.530117745
17.832	-0.001769396	-0.550007293
17.844	-0.003321558	-0.56930368
17.856	-0.005224961	-0.587911039
17.868	-0.007389322	-0.605733159
17.88	-0.009722848	-0.622673841
17.892	-0.012132612	-0.63863727
17.904	-0.014524926	-0.653528387
17.916	-0.016805721	-0.667253258
17.928	-0.018880924	-0.679719442
17.94	-0.020656845	-0.690836366
17.952	-0.02204055	-0.700515689
17.964	-0.022940244	-0.70867166
17.976	-0.02326564	-0.715221479
17.988	-0.02292833	-0.720085643
18	-0.021842144	-0.723188287
18.012	-0.019923506	-0.724457513
18.024	-0.017091777	-0.723825711
18.036	-0.01326959	-0.721229866
18.048	-0.008383171	-0.716611853
18.06	-0.002362648	-0.709918711
18.072	0.004857651	-0.701102914
18.084	0.013338919	-0.690122611
18.096	0.023137609	-0.676941859
18.108	0.034305183	-0.661530834
18.12	0.046887882	-0.643866019
18.132	0.060926522	-0.623930377
18.144	0.076456297	-0.601713499
18.156	0.093506613	-0.577211734
18.168	0.112100936	-0.550428295
18.18	0.132256667	-0.521373339
18.192	0.153985036	-0.490064031
18.204	0.177291017	-0.456524579
18.216	0.20217327	-0.420786245
18.228	0.228624102	-0.382887338
18.24	0.256629455	-0.342873174
18.252	0.286168912	-0.30079602
18.264	0.317215732	-0.256715012
18.276	0.349736906	-0.210696046
18.288	0.383693232	-0.162811646
18.3	0.419039419	-0.113140816
18.312	0.455724209	-0.061768859
18.324	0.493690526	-0.00878718
18.336	0.532875636	0.045706932
18.348	0.573211342	0.10161055
18.36	0.614624188	0.158815366
18.372	0.657035686	0.217207974
18.384	0.700362564	0.27667017
18.396	0.744517029	0.337079268
18.408	0.78940705	0.398308435
18.42	0.834936649	0.460227042
18.432	0.881006218	0.522701024
18.444	0.927512843	0.585593262
18.456	0.97435064	0.648763972
18.468	1.021411107	0.712071101
18.48	1.06858348	0.775370742
18.492	1.115755104	0.838517552
18.504	1.162811808	0.901365174
18.516	1.209638286	0.963766668
18.528	1.256118488	1.025574947
18.54	1.302136002	1.086643214
18.552	1.347574458	1.146825398
18.564	1.39231791	1.205976592
18.576	1.436251236	1.26395349
18.588	1.479260525	1.320614821
18.6	1.521233468	1.37582177
18.612	1.562059733	1.429438408
18.624	1.601631348	1.4813321
18.636	1.639843065	1.531373913
18.648	1.67659272	1.579439008
18.66	1.711781586	1.625407026
18.672	1.745314704	1.669162455
18.684	1.777101216	1.710594987
18.696	1.807054669	1.74959986
18.708	1.835093317	1.786078176
18.72	1.8611404	1.819937214
18.732	1.885124406	1.851090713
18.744	1.90697932	1.879459141
18.756	1.926644848	1.904969939
18.768	1.944066626	1.927557752
18.78	1.959196405	1.947164627
18.792	1.971992222	1.963740199
18.804	1.982418538	1.977241839
18.816	1.990446366	1.987634799
18.828	1.996053368	1.994892308
18.84	1.999223931	1.998995665
18.852	1.999949226	1.999934292
18.864	1.99822723	1.997705769
18.876	1.994062741	1.992315842
18.888	1.987467357	1.983778402
18.9	1.978459439	1.972115447
18.912	1.967064043	1.957357009
18.924	1.953312838	1.93954106
18.936	1.937243997	1.918713397
18.948	1.918902061	1.894927498
18.96	1.898337793	1.868244353
18.972	1.875607994	1.838732278
18.984	1.850775315	1.8064667
18.996	1.82390804	1.771529924
19.008	1.795079849	1.734010875
19.02	1.764369566	1.694004828
19.032	1.731860889	1.651613104
19.044	1.697642101	1.606942768
19.056	1.66180577	1.560106287
19.068	1.62444843	1.511221193
19.08	1.585670249	1.460409714
19.092	1.54557469	1.407798404
19.104	1.504268155	1.353517753
19.116	1.461859621	1.297701786
19.128	1.418460273	1.240487659
19.14	1.374183118	1.182015238
19.152	1.329142607	1.122426676
19.164	1.283454246	1.061865982
19.176	1.237234199	1.000478591
19.188	1.190598903	0.938410922
19.2	1.143664668	0.875809943
19.212	1.096547289	0.812822735
19.224	1.049361656	0.749596051
19.236	1.002221368	0.686275887
19.248	0.955238355	0.623007053
19.26	0.908522502	0.55993275
19.272	0.86218129	0.497194156
19.284	0.816319433	0.434930017
19.296	0.771038539	0.373276255
19.308	0.726436776	0.312365579
19.32	0.682608549	0.252327115
19.332	0.639644201	0.193286049
19.344	0.597629714	0.135363281
19.356	0.556646443	0.078675096
19.368	0.516770854	0.02333286
19.38	0.478074288	-0.030557278
19.392	0.44062274	-0.082894658
19.404	0.404476661	-0.13358436
19.416	0.369690777	-0.182537438
19.428	0.33631393	-0.229671133
19.44	0.304388946	-0.274909062
19.452	0.273952513	-0.31818138
19.464	0.245035097	-0.359424934
19.476	0.217660868	-0.398583373
19.488	0.191847655	-0.435607253
19.5	0.167606922	-0.470454106
19.512	0.144943773	-0.503088491
19.524	0.123856969	-0.533482019
19.536	0.104338978	-0.561613355
19.548	0.086376048	-0.587468193
19.56	0.069948291	-0.611039215
19.572	0.055029805	-0.632326014
19.584	0.041588808	-0.651335008
19.596	0.029587794	-0.668079322
19.608	0.018983712	-0.682578653
19.62	0.009728169	-0.694859109
19.632	0.00176764	-0.70495303
19.644	-0.004956288	-0.712898793
19.656	-0.010506666	-0.718740589
19.668	-0.014950912	-0.722528188
19.68	-0.018360524	-0.724316687
19.692	-0.020810777	-0.724166238
19.704	-0.022380411	-0.722141766
