   Elapsed time	    ECG	    EMG	oot GSR	and GSR	     HR	   RESP
          1.785	  0.208	  0.033	  2.471	 10.689	 44.000	 11.036
          1.786	  0.208	  0.057	  2.471	 10.689	 44.000	 11.036
          1.786	  0.228	  0.070	  2.471	 10.689	 44.000	 11.036
          1.787	  0.228	  0.068	  2.471	 10.689	 44.000	 11.036
          1.787	  0.228	  0.052	  2.471	 10.689	 44.000	 11.036
          1.788	  0.228	  0.030	  2.471	 10.689	 44.000	 11.036
          1.788	  0.221	  0.008	  2.471	 10.689	 44.000	 11.036
          1.789	  0.221	 -0.007	  2.471	 10.689	 44.000	 11.036
          1.789	  0.221	 -0.105	  2.471	 10.689	 44.000	 11.036
          1.790	  0.221	  0.002	  2.471	 10.689	 44.000	 11.036
          1.790	  0.208	  0.020	  2.471	 10.689	 44.000	 11.036
          1.791	  0.208	  0.028	  2.471	 10.689	 44.000	 11.036
          1.791	  0.208	  0.035	  2.471	 10.689	 44.000	 11.036
          1.792	  0.208	  0.040	  2.471	 10.689	 44.000	 11.036
          1.792	  0.211	  0.044	  2.471	 10.689	 44.000	 11.036
          1.793	  0.211	  0.043	  2.471	 10.689	 44.000	 11.036
          1.793	  0.211	  0.039	  2.471	 10.689	 44.000	 11.036
          1.794	  0.211	  0.045	  2.471	 10.689	 44.000	 11.036
          1.794	  0.230	  0.055	  2.471	 10.689	 44.000	 11.036
          1.795	  0.230	  0.002	  2.471	 10.689	 44.000	 11.036
          1.795	  0.230	  0.055	  2.471	 10.689	 44.000	 11.036
          1.796	  0.230	  0.047	  2.471	 10.689	 44.000	 11.036
          1.796	  0.244	  0.039	  2.471	 10.689	 44.000	 11.036
          1.797	  0.244	  0.035	  2.471	 10.689	 44.000	 11.036
          1.797	  0.244	  0.027	  2.471	 10.689	 44.000	 11.036
          1.798	  0.244	  0.016	  2.471	 10.689	 44.000	 11.036
          1.798	  0.277	  0.009	  2.471	 10.689	 44.000	 11.036
          1.799	  0.277	 -0.002	  2.471	 10.689	 44.000	 11.036
          1.799	  0.277	 -0.024	  2.471	 10.689	 44.000	 11.036
          1.800	  0.277	 -0.039	  2.471	 10.689	 44.000	 11.036
          1.800	  0.284	 -0.105	  2.471	 10.689	 44.000	 11.036
          1.801	  0.284	 -0.043	  2.471	 10.689	 44.000	 11.036
          1.801	  0.284	 -0.031	  2.471	 10.689	 44.000	 11.036
          1.802	  0.284	 -0.001	  2.471	 10.689	 44.000	 11.036
          1.802	  0.264	  0.036	  2.471	 10.689	 44.000	 11.036
          1.803	  0.264	  0.067	  2.471	 10.689	 44.000	 11.036
          1.803	  0.264	  0.099	  2.471	 10.689	 44.000	 11.036
          1.804	  0.264	  0.134	  2.471	 10.689	 44.000	 11.036
          1.804	  0.254	  0.150	  2.471	 10.689	 44.000	 11.036
          1.805	  0.254	  0.137	  2.471	 10.689	 44.000	 11.036
          1.805	  0.254	  0.104	  2.471	 10.689	 44.000	 11.036
          1.806	  0.254	  0.001	  2.471	 10.689	 44.000	 11.036
          1.806	  0.248	  0.039	  2.471	 10.682	 44.000	 11.008
          1.807	  0.248	  0.020	  2.471	 10.682	 44.000	 11.008
          1.807	  0.248	 -0.007	  2.471	 10.682	 44.000	 11.008
          1.808	  0.248	 -0.028	  2.471	 10.682	 44.000	 11.008
          1.808	  0.241	 -0.032	  2.471	 10.682	 44.000	 11.008
          1.809	  0.241	 -0.033	  2.471	 10.682	 44.000	 11.008
          1.809	  0.241	 -0.038	  2.471	 10.682	 44.000	 11.008
          1.810	  0.241	 -0.050	  2.471	 10.682	 44.000	 11.008
          1.810	  0.228	 -0.060	  2.471	 10.682	 44.000	 11.008
          1.811	  0.228	 -0.060	  2.471	 10.682	 44.000	 11.008
          1.811	  0.228	 -0.105	  2.471	 10.682	 44.000	 11.008
          1.812	  0.228	 -0.063	  2.471	 10.682	 44.000	 11.008
          1.812	  0.219	 -0.063	  2.471	 10.682	 44.000	 11.008
          1.813	  0.219	 -0.056	  2.471	 10.682	 44.000	 11.008
          1.814	  0.219	 -0.049	  2.471	 10.682	 44.000	 11.008
          1.814	  0.219	 -0.039	  2.471	 10.682	 44.000	 11.008
          1.815	  0.215	 -0.023	  2.471	 10.682	 44.000	 11.008
          1.815	  0.215	 -0.005	  2.471	 10.682	 44.000	 11.008
          1.816	  0.215	  0.014	  2.471	 10.682	 44.000	 11.008
          1.816	  0.215	  0.033	  2.471	 10.682	 44.000	 11.008
          1.817	  0.210	  0.036	  2.471	 10.682	 44.000	 11.008
          1.817	  0.210	  0.002	  2.471	 10.682	 44.000	 11.008
          1.818	  0.210	  0.012	  2.471	 10.682	 44.000	 11.008
          1.818	  0.210	  0.002	  2.471	 10.682	 44.000	 11.008
          1.819	  0.214	 -0.007	  2.471	 10.682	 44.000	 11.008
          1.819	  0.214	 -0.016	  2.471	 10.682	 44.000	 11.008
          1.820	  0.214	 -0.023	  2.471	 10.682	 44.000	 11.008
          1.820	  0.214	 -0.023	  2.471	 10.682	 44.000	 11.008
          1.821	  0.217	 -0.015	  2.471	 10.682	 44.000	 11.008
          1.821	  0.217	 -0.005	  2.471	 10.682	 44.000	 11.008
          1.822	  0.217	  0.003	  2.471	 10.682	 44.000	 11.008
          1.822	  0.217	  0.013	  2.471	 10.682	 44.000	 11.008
          1.823	  0.223	  0.001	  2.471	 10.682	 44.000	 11.008
          1.823	  0.223	  0.035	  2.471	 10.682	 44.000	 11.008
          1.824	  0.223	  0.040	  2.471	 10.682	 44.000	 11.008
          1.824	  0.223	  0.042	  2.471	 10.682	 44.000	 11.008
          1.825	  0.223	  0.042	  2.471	 10.682	 44.000	 11.008
          1.825	  0.223	  0.041	  2.471	 10.682	 44.000	 11.008
          1.826	  0.223	  0.039	  2.471	 10.682	 44.000	 11.008
          1.826	  0.223	  0.040	  2.471	 10.682	 44.000	 11.008
          1.827	  0.226	  0.046	  2.471	 10.682	 44.000	 11.008
          1.827	  0.226	  0.049	  2.471	 10.682	 44.000	 11.008
          1.828	  0.226	  0.043	  2.471	 10.682	 44.000	 11.008
          1.828	  0.226	  0.001	  2.471	 10.682	 44.000	 11.008
          1.829	  0.223	  0.006	  2.471	 10.682	 44.000	 11.008
          1.829	  0.223	 -0.027	  2.471	 10.682	 44.000	 11.008
          1.830	  0.223	 -0.062	  2.471	 10.682	 44.000	 11.008
          1.830	  0.223	 -0.091	  2.471	 10.682	 44.000	 11.008
          1.831	  0.233	 -0.113	  2.471	 10.682	 44.000	 11.008
          1.831	  0.233	 -0.123	  2.471	 10.682	 44.000	 11.008
          1.832	  0.233	 -0.129	  2.471	 10.682	 44.000	 11.008
          1.832	  0.233	 -0.126	  2.471	 10.682	 44.000	 11.008
          1.833	  0.234	 -0.120	  2.471	 10.682	 44.000	 11.008
          1.833	  0.234	 -0.119	  2.471	 10.682	 44.000	 11.008
          1.834	  0.234	 -0.211	  2.471	 10.682	 44.000	 11.008
          1.834	  0.234	 -0.105	  2.471	 10.682	 44.000	 11.008
          1.835	  0.227	 -0.038	  2.471	 10.682	 44.000	 11.008
          1.835	  0.227	  0.015	  2.471	 10.682	 44.000	 11.008
          1.836	  0.227	  0.049	  2.471	 10.682	 44.000	 11.008
          1.836	  0.227	  0.062	  2.471	 10.682	 44.000	 11.008
          1.837	  0.225	  0.071	  2.471	 10.682	 44.000	 11.008
          1.837	  0.225	  0.080	  2.471	 10.682	 44.000	 11.008
          1.838	  0.225	  0.091	  2.471	 10.682	 44.000	 11.008
          1.838	  0.225	  0.100	  2.471	 10.682	 44.000	 11.008
          1.839	  0.214	  0.094	  2.471	 10.675	 44.000	 11.008
          1.839	  0.214	  0.001	  2.471	 10.675	 44.000	 11.008
          1.840	  0.214	  0.057	  2.471	 10.675	 44.000	 11.008
          1.840	  0.214	  0.045	  2.471	 10.675	 44.000	 11.008
          1.841	  0.204	  0.041	  2.471	 10.675	 44.000	 11.008
          1.841	  0.204	  0.032	  2.471	 10.675	 44.000	 11.008
          1.842	  0.204	  0.024	  2.471	 10.675	 44.000	 11.008
          1.842	  0.204	  0.025	  2.471	 10.675	 44.000	 11.008
          1.843	  0.201	  0.021	  2.471	 10.675	 44.000	 11.008
          1.843	  0.201	  0.011	  2.471	 10.675	 44.000	 11.008
          1.844	  0.201	  0.009	  2.471	 10.675	 44.000	 11.008
          1.844	  0.201	  0.015	  2.471	 10.675	 44.000	 11.008
          1.845	  0.190	  0.001	  2.471	 10.675	 44.000	 11.008
          1.845	  0.190	  0.004	  2.471	 10.675	 44.000	 11.008
          1.846	  0.190	 -0.002	  2.471	 10.675	 44.000	 11.008
          1.846	  0.190	 -0.002	  2.471	 10.675	 44.000	 11.008
          1.847	  0.187	  0.003	  2.471	 10.675	 44.000	 11.008
          1.847	  0.187	  0.004	  2.471	 10.675	 44.000	 11.008
          1.848	  0.187	  0.001	  2.471	 10.675	 44.000	 11.008
          1.848	  0.187	 -0.002	  2.471	 10.675	 44.000	 11.008
          1.849	  0.187	  0.002	  2.471	 10.675	 44.000	 11.008
          1.849	  0.187	  0.006	  2.471	 10.675	 44.000	 11.008
          1.850	  0.187	  0.012	  2.471	 10.675	 44.000	 11.008
          1.850	  0.187	  0.001	  2.471	 10.675	 44.000	 11.008
          1.851	  0.179	  0.037	  2.471	 10.675	 44.000	 11.008
          1.851	  0.179	  0.040	  2.471	 10.675	 44.000	 11.008
          1.852	  0.179	  0.037	  2.471	 10.675	 44.000	 11.008
          1.852	  0.179	  0.034	  2.471	 10.675	 44.000	 11.008
          1.853	  0.171	  0.028	  2.471	 10.675	 44.000	 11.008
          1.853	  0.171	  0.017	  2.471	 10.675	 44.000	 11.008
          1.854	  0.171	  0.001	  2.471	 10.675	 44.000	 11.008
          1.854	  0.171	 -0.014	  2.471	 10.675	 44.000	 11.008
          1.855	  0.160	 -0.026	  2.471	 10.675	 44.000	 11.008
          1.855	  0.160	 -0.034	  2.471	 10.675	 44.000	 11.008
          1.856	  0.160	 -0.105	  2.471	 10.675	 44.000	 11.008
          1.856	  0.160	 -0.049	  2.471	 10.675	 44.000	 11.008
          1.857	  0.149	 -0.042	  2.471	 10.675	 44.000	 11.008
          1.857	  0.149	 -0.028	  2.471	 10.675	 44.000	 11.008
          1.858	  0.149	 -0.016	  2.471	 10.675	 44.000	 11.008
          1.858	  0.149	 -0.011	  2.471	 10.675	 44.000	 11.008
          1.859	  0.145	  0.004	  2.471	 10.675	 44.000	 11.008
          1.859	  0.145	  0.052	  2.471	 10.675	 44.000	 11.008
          1.860	  0.145	  0.114	  2.471	 10.675	 44.000	 11.008
          1.860	  0.145	  0.155	  2.471	 10.675	 44.000	 11.008
          1.861	  0.139	  0.149	  2.471	 10.675	 44.000	 11.008
          1.861	  0.139	  0.108	  2.471	 10.675	 44.000	 11.008
          1.862	  0.139	  0.091	  2.471	 10.675	 44.000	 11.008
          1.862	  0.139	  0.074	  2.471	 10.675	 44.000	 11.008
          1.863	  0.140	  0.048	  2.471	 10.675	 44.000	 11.008
          1.863	  0.140	  0.015	  2.471	 10.675	 44.000	 11.008
          1.864	  0.140	 -0.015	  2.471	 10.675	 44.000	 11.008
          1.864	  0.140	 -0.035	  2.471	 10.675	 44.000	 11.008
          1.865	  0.125	 -0.047	  2.471	 10.675	 44.000	 11.008
          1.865	  0.125	 -0.050	  2.471	 10.675	 44.000	 11.008
          1.866	  0.125	 -0.048	  2.471	 10.675	 44.000	 11.008
          1.866	  0.125	 -0.047	  2.471	 10.675	 44.000	 11.008
          1.867	  0.140	 -0.105	  2.471	 10.675	 44.000	 11.008
          1.867	  0.140	 -0.065	  2.471	 10.675	 44.000	 11.008
          1.868	  0.140	 -0.063	  2.471	 10.675	 44.000	 11.008
          1.868	  0.140	 -0.055	  2.471	 10.675	 44.000	 11.008
          1.869	  0.134	 -0.045	  2.471	 10.675	 44.000	 11.008
          1.869	  0.134	 -0.025	  2.471	 10.675	 44.000	 11.008
          1.870	  0.134	 -0.002	  2.471	 10.675	 44.000	 11.008
          1.870	  0.134	  0.019	  2.471	 10.675	 44.000	 11.008
          1.871	  0.131	  0.033	  2.469	 10.670	 44.000	 10.978
          1.871	  0.131	  0.025	  2.469	 10.670	 44.000	 10.978
          1.872	  0.131	  0.005	  2.469	 10.670	 44.000	 10.978
          1.872	  0.131	 -0.105	  2.469	 10.670	 44.000	 10.978
          1.873	  0.150	 -0.029	  2.469	 10.670	 44.000	 10.978
          1.873	  0.150	 -0.044	  2.469	 10.670	 44.000	 10.978
          1.874	  0.150	 -0.060	  2.469	 10.670	 44.000	 10.978
          1.874	  0.150	 -0.080	  2.469	 10.670	 44.000	 10.978
          1.875	  0.147	 -0.093	  2.469	 10.670	 44.000	 10.978
          1.876	  0.147	 -0.088	  2.469	 10.670	 44.000	 10.978
          1.876	  0.147	 -0.062	  2.469	 10.670	 44.000	 10.978
          1.877	  0.147	 -0.035	  2.469	 10.670	 44.000	 10.978
          1.877	  0.143	 -0.022	  2.469	 10.670	 44.000	 10.978
          1.878	  0.143	 -0.016	  2.469	 10.670	 44.000	 10.978
          1.878	  0.143	 -0.105	  2.469	 10.670	 44.000	 10.978
          1.879	  0.143	 -0.105	  2.469	 10.670	 44.000	 10.978
          1.879	  0.150	  0.005	  2.469	 10.670	 44.000	 10.978
          1.880	  0.150	  0.004	  2.469	 10.670	 44.000	 10.978
          1.880	  0.150	 -0.006	  2.469	 10.670	 44.000	 10.978
          1.881	  0.150	 -0.018	  2.469	 10.670	 44.000	 10.978
          1.881	  0.140	 -0.027	  2.469	 10.670	 44.000	 10.978
          1.882	  0.140	 -0.034	  2.469	 10.670	 44.000	 10.978
          1.882	  0.140	 -0.034	  2.469	 10.670	 44.000	 10.978
          1.883	  0.140	 -0.022	  2.469	 10.670	 44.000	 10.978
          1.883	  0.153	 -0.002	  2.469	 10.670	 44.000	 10.978
          1.884	  0.153	  0.001	  2.469	 10.670	 44.000	 10.978
          1.884	  0.153	  0.001	  2.469	 10.670	 44.000	 10.978
          1.885	  0.153	  0.063	  2.469	 10.670	 44.000	 10.978
          1.885	  0.154	  0.061	  2.469	 10.670	 44.000	 10.978
          1.886	  0.154	  0.045	  2.469	 10.670	 44.000	 10.978
          1.886	  0.154	  0.040	  2.469	 10.670	 44.000	 10.978
          1.887	  0.154	  0.049	  2.469	 10.670	 44.000	 10.978
          1.887	  0.150	  0.050	  2.469	 10.670	 44.000	 10.978
          1.888	  0.150	  0.041	  2.469	 10.670	 44.000	 10.978
          1.888	  0.150	  0.024	  2.469	 10.670	 44.000	 10.978
          1.889	  0.150	  0.005	  2.469	 10.670	 44.000	 10.978
          1.889	  0.136	 -0.105	  2.469	 10.670	 44.000	 10.978
          1.890	  0.136	 -0.002	  2.469	 10.670	 44.000	 10.978
          1.890	  0.136	 -0.007	  2.469	 10.670	 44.000	 10.978
          1.891	  0.136	 -0.015	  2.469	 10.670	 44.000	 10.978
          1.891	  0.133	 -0.024	  2.469	 10.670	 44.000	 10.978
          1.892	  0.133	 -0.035	  2.469	 10.670	 44.000	 10.978
          1.892	  0.133	 -0.034	  2.469	 10.670	 44.000	 10.978
          1.893	  0.133	 -0.021	  2.469	 10.670	 44.000	 10.978
          1.893	  0.145	 -0.008	  2.469	 10.670	 44.000	 10.978
          1.894	  0.145	  0.002	  2.469	 10.670	 44.000	 10.978
          1.894	  0.145	  0.015	  2.469	 10.670	 44.000	 10.978
          1.895	  0.145	  0.002	  2.469	 10.670	 44.000	 10.978
          1.895	  0.153	  0.004	  2.469	 10.670	 44.000	 10.978
          1.896	  0.153	 -0.014	  2.469	 10.670	 44.000	 10.978
          1.896	  0.153	 -0.025	  2.469	 10.670	 44.000	 10.978
          1.897	  0.153	 -0.028	  2.469	 10.670	 44.000	 10.978
          1.897	  0.159	 -0.024	  2.469	 10.670	 44.000	 10.978
          1.898	  0.159	 -0.026	  2.469	 10.670	 44.000	 10.978
          1.898	  0.159	 -0.041	  2.469	 10.670	 44.000	 10.978
          1.899	  0.159	 -0.050	  2.469	 10.670	 44.000	 10.978
          1.899	  0.168	 -0.048	  2.469	 10.670	 44.000	 10.978
          1.900	  0.168	 -0.040	  2.469	 10.670	 44.000	 10.978
          1.900	  0.168	 -0.105	  2.469	 10.670	 44.000	 10.978
          1.901	  0.168	 -0.105	  2.469	 10.670	 44.000	 10.978
          1.901	  0.166	  0.007	  2.469	 10.670	 44.000	 10.978
          1.902	  0.166	  0.025	  2.469	 10.670	 44.000	 10.978
          1.902	  0.166	  0.042	  2.469	 10.670	 44.000	 10.978
          1.903	  0.166	  0.053	  2.469	 10.670	 44.000	 10.978
          1.903	  0.157	  0.058	  2.469	 10.665	 44.000	 10.978
          1.904	  0.157	  0.060	  2.469	 10.665	 44.000	 10.978
          1.904	  0.157	  0.065	  2.469	 10.665	 44.000	 10.978
          1.905	  0.157	  0.066	  2.469	 10.665	 44.000	 10.978
          1.905	  0.157	  0.057	  2.469	 10.665	 44.000	 10.978
          1.906	  0.157	  0.002	  2.469	 10.665	 44.000	 10.978
          1.906	  0.157	  0.049	  2.469	 10.665	 44.000	 10.978
          1.907	  0.157	  0.050	  2.469	 10.665	 44.000	 10.978
          1.907	  0.149	  0.050	  2.469	 10.665	 44.000	 10.978
          1.908	  0.149	  0.042	  2.469	 10.665	 44.000	 10.978
          1.908	  0.149	  0.022	  2.469	 10.665	 44.000	 10.978
          1.909	  0.149	 -0.005	  2.469	 10.665	 44.000	 10.978
          1.909	  0.144	 -0.032	  2.469	 10.665	 44.000	 10.978
          1.910	  0.144	 -0.058	  2.469	 10.665	 44.000	 10.978
          1.910	  0.144	 -0.083	  2.469	 10.665	 44.000	 10.978
          1.911	  0.144	 -0.099	  2.469	 10.665	 44.000	 10.978
          1.911	  0.133	 -0.105	  2.469	 10.665	 44.000	 10.978
          1.912	  0.133	 -0.063	  2.469	 10.665	 44.000	 10.978
          1.912	  0.133	 -0.035	  2.469	 10.665	 44.000	 10.978
          1.913	  0.133	 -0.023	  2.469	 10.665	 44.000	 10.978
          1.913	  0.131	 -0.023	  2.469	 10.665	 44.000	 10.978
          1.914	  0.131	 -0.003	  2.469	 10.665	 44.000	 10.978
          1.914	  0.131	  0.043	  2.469	 10.665	 44.000	 10.978
          1.915	  0.131	  0.091	  2.469	 10.665	 44.000	 10.978
          1.915	  0.128	  0.114	  2.469	 10.665	 44.000	 10.978
          1.916	  0.128	  0.104	  2.469	 10.665	 44.000	 10.978
          1.916	  0.128	  0.081	  2.469	 10.665	 44.000	 10.978
          1.917	  0.128	  0.001	  2.469	 10.665	 44.000	 10.978
          1.917	  0.132	  0.077	  2.469	 10.665	 44.000	 10.978
          1.918	  0.132	  0.102	  2.469	 10.665	 44.000	 10.978
          1.918	  0.132	  0.119	  2.469	 10.665	 44.000	 10.978
          1.919	  0.132	  0.111	  2.469	 10.665	 44.000	 10.978
          1.919	  0.131	  0.092	  2.469	 10.665	 44.000	 10.978
          1.920	  0.131	  0.076	  2.469	 10.665	 44.000	 10.978
          1.920	  0.131	  0.064	  2.469	 10.665	 44.000	 10.978
          1.921	  0.131	  0.051	  2.469	 10.665	 44.000	 10.978
          1.921	  0.116	  0.032	  2.469	 10.665	 44.000	 10.978
          1.922	  0.116	  0.001	  2.469	 10.665	 44.000	 10.978
          1.922	  0.116	 -0.105	  2.469	 10.665	 44.000	 10.978
          1.923	  0.116	 -0.031	  2.469	 10.665	 44.000	 10.978
          1.923	  0.118	 -0.040	  2.469	 10.665	 44.000	 10.978
          1.924	  0.118	 -0.051	  2.469	 10.665	 44.000	 10.978
          1.924	  0.118	 -0.055	  2.469	 10.665	 44.000	 10.978
          1.925	  0.118	 -0.045	  2.469	 10.665	 44.000	 10.978
          1.925	  0.121	 -0.037	  2.469	 10.665	 44.000	 10.978
          1.926	  0.121	 -0.027	  2.469	 10.665	 44.000	 10.978
          1.926	  0.121	 -0.011	  2.469	 10.665	 44.000	 10.978
          1.927	  0.121	 -0.004	  2.469	 10.665	 44.000	 10.978
          1.927	  0.136	 -0.006	  2.469	 10.665	 44.000	 10.978
          1.928	  0.136	 -0.105	  2.469	 10.665	 44.000	 10.978
          1.928	  0.136	 -0.001	  2.469	 10.665	 44.000	 10.978
          1.929	  0.136	  0.001	  2.469	 10.665	 44.000	 10.978
          1.929	  0.120	 -0.003	  2.469	 10.665	 44.000	 10.978
          1.930	  0.120	 -0.001	  2.469	 10.665	 44.000	 10.978
          1.930	  0.120	  0.007	  2.469	 10.665	 44.000	 10.978
          1.931	  0.120	  0.013	  2.469	 10.665	 44.000	 10.978
          1.931	  0.122	  0.019	  2.469	 10.665	 44.000	 10.978
          1.932	  0.122	  0.026	  2.469	 10.665	 44.000	 10.978
          1.932	  0.122	  0.022	  2.469	 10.665	 44.000	 10.978
          1.933	  0.122	  0.004	  2.469	 10.665	 44.000	 10.978
          1.933	  0.115	 -0.105	  2.469	 10.665	 44.000	 10.978
          1.934	  0.115	 -0.105	  2.469	 10.665	 44.000	 10.978
          1.934	  0.115	 -0.021	  2.469	 10.665	 44.000	 10.978
          1.935	  0.115	 -0.006	  2.469	 10.665	 44.000	 10.978
          1.935	  0.133	 -0.002	  2.466	 10.660	 44.000	 10.956
          1.936	  0.133	 -0.008	  2.466	 10.660	 44.000	 10.956
          1.936	  0.133	 -0.009	  2.466	 10.660	 44.000	 10.956
          1.937	  0.133	  0.004	  2.466	 10.660	 44.000	 10.956
          1.938	  0.154	  0.031	  2.466	 10.660	 44.000	 10.956
          1.938	  0.154	  0.054	  2.466	 10.660	 44.000	 10.956
          1.939	  0.154	  0.061	  2.466	 10.660	 44.000	 10.956
          1.939	  0.154	  0.001	  2.466	 10.660	 44.000	 10.956
          1.940	  0.145	  0.056	  2.466	 10.660	 44.000	 10.956
          1.940	  0.145	  0.060	  2.466	 10.660	 44.000	 10.956
          1.941	  0.145	  0.056	  2.466	 10.660	 44.000	 10.956
          1.941	  0.145	  0.045	  2.466	 10.660	 44.000	 10.956
          1.942	  0.151	  0.034	  2.466	 10.660	 44.000	 10.956
          1.942	  0.151	  0.025	  2.466	 10.660	 44.000	 10.956
          1.943	  0.151	  0.023	  2.466	 10.660	 44.000	 10.956
          1.943	  0.151	  0.030	  2.466	 10.660	 44.000	 10.956
          1.944	  0.154	  0.036	  2.466	 10.660	 44.000	 10.956
          1.944	  0.154	  0.033	  2.466	 10.660	 44.000	 10.956
          1.945	  0.154	  0.001	  2.466	 10.660	 44.000	 10.956
          1.945	  0.154	  0.002	  2.466	 10.660	 44.000	 10.956
          1.946	  0.154	  0.001	  2.466	 10.660	 44.000	 10.956
          1.946	  0.154	 -0.005	  2.466	 10.660	 44.000	 10.956
          1.947	  0.154	 -0.013	  2.466	 10.660	 44.000	 10.956
          1.947	  0.154	 -0.016	  2.466	 10.660	 44.000	 10.956
          1.948	  0.144	 -0.014	  2.466	 10.660	 44.000	 10.956
          1.948	  0.144	 -0.011	  2.466	 10.660	 44.000	 10.956
          1.949	  0.144	 -0.013	  2.466	 10.660	 44.000	 10.956
          1.949	  0.144	 -0.012	  2.466	 10.660	 44.000	 10.956
          1.950	  0.137	 -0.009	  2.466	 10.660	 44.000	 10.956
          1.950	  0.137	 -0.105	  2.466	 10.660	 44.000	 10.956
          1.951	  0.137	  0.005	  2.466	 10.660	 44.000	 10.956
          1.951	  0.137	  0.013	  2.466	 10.660	 44.000	 10.956
          1.952	  0.137	  0.023	  2.466	 10.660	 44.000	 10.956
          1.952	  0.137	  0.038	  2.466	 10.660	 44.000	 10.956
          1.953	  0.137	  0.057	  2.466	 10.660	 44.000	 10.956
          1.953	  0.137	  0.073	  2.466	 10.660	 44.000	 10.956
          1.954	  0.131	  0.080	  2.466	 10.660	 44.000	 10.956
          1.954	  0.131	  0.068	  2.466	 10.660	 44.000	 10.956
          1.955	  0.131	  0.046	  2.466	 10.660	 44.000	 10.956
          1.955	  0.131	  0.022	  2.466	 10.660	 44.000	 10.956
          1.956	  0.138	 -0.105	  2.466	 10.660	 44.000	 10.956
          1.956	  0.138	 -0.027	  2.466	 10.660	 44.000	 10.956
          1.957	  0.138	 -0.047	  2.466	 10.660	 44.000	 10.956
          1.957	  0.138	 -0.071	  2.466	 10.660	 44.000	 10.956
          1.958	  0.143	 -0.091	  2.466	 10.660	 44.000	 10.956
          1.958	  0.143	 -0.092	  2.466	 10.660	 44.000	 10.956
          1.959	  0.143	 -0.086	  2.466	 10.660	 44.000	 10.956
          1.959	  0.143	 -0.082	  2.466	 10.660	 44.000	 10.956
          1.960	  0.149	 -0.070	  2.466	 10.660	 44.000	 10.956
          1.960	  0.149	 -0.050	  2.466	 10.660	 44.000	 10.956
          1.961	  0.149	 -0.024	  2.466	 10.660	 44.000	 10.956
          1.961	  0.149	  0.001	  2.466	 10.660	 44.000	 10.956
          1.962	  0.161	  0.025	  2.466	 10.660	 44.000	 10.956
          1.962	  0.161	  0.043	  2.466	 10.660	 44.000	 10.956
          1.963	  0.161	  0.042	  2.466	 10.660	 44.000	 10.956
          1.963	  0.161	  0.035	  2.466	 10.660	 44.000	 10.956
          1.964	  0.170	  0.033	  2.466	 10.660	 44.000	 10.956
          1.964	  0.170	  0.030	  2.466	 10.660	 44.000	 10.956
          1.965	  0.170	  0.025	  2.466	 10.660	 44.000	 10.956
          1.965	  0.170	  0.025	  2.466	 10.660	 44.000	 10.956
          1.966	  0.164	  0.028	  2.466	 10.660	 44.000	 10.956
          1.966	  0.164	  0.025	  2.466	 10.660	 44.000	 10.956
          1.967	  0.164	  0.001	  2.466	 10.660	 44.000	 10.956
          1.967	  0.164	  0.006	  2.466	 10.660	 44.000	 10.956
          1.968	  0.159	  0.000	  2.464	 10.652	 44.000	 10.956
          1.968	  0.159	 -0.003	  2.464	 10.652	 44.000	 10.956
          1.969	  0.159	 -0.004	  2.464	 10.652	 44.000	 10.956
          1.969	  0.159	  0.004	  2.464	 10.652	 44.000	 10.956
          1.970	  0.155	  0.012	  2.464	 10.652	 44.000	 10.956
          1.970	  0.155	  0.012	  2.464	 10.652	 44.000	 10.956
          1.971	  0.155	  0.003	  2.464	 10.652	 44.000	 10.956
          1.971	  0.155	 -0.003	  2.464	 10.652	 44.000	 10.956
          1.972	  0.154	  0.004	  2.464	 10.652	 44.000	 10.956
          1.972	  0.154	  0.001	  2.464	 10.652	 44.000	 10.956
          1.973	  0.154	  0.012	  2.464	 10.652	 44.000	 10.956
          1.973	  0.154	  0.011	  2.464	 10.652	 44.000	 10.956
          1.974	  0.134	 -0.005	  2.464	 10.652	 44.000	 10.956
          1.974	  0.134	 -0.034	  2.464	 10.652	 44.000	 10.956
          1.975	  0.134	 -0.060	  2.464	 10.652	 44.000	 10.956
          1.975	  0.134	 -0.073	  2.464	 10.652	 44.000	 10.956
          1.976	  0.159	 -0.079	  2.464	 10.652	 44.000	 10.956
          1.976	  0.159	 -0.081	  2.464	 10.652	 44.000	 10.956
          1.977	  0.159	 -0.075	  2.464	 10.652	 44.000	 10.956
          1.977	  0.159	 -0.074	  2.464	 10.652	 44.000	 10.956
          1.978	  0.165	 -0.105	  2.464	 10.652	 44.000	 10.956
          1.978	  0.165	 -0.089	  2.464	 10.652	 44.000	 10.956
          1.979	  0.165	 -0.083	  2.464	 10.652	 44.000	 10.956
          1.979	  0.165	 -0.068	  2.464	 10.652	 44.000	 10.956
          1.980	  0.149	 -0.049	  2.464	 10.652	 44.000	 10.956
          1.980	  0.149	 -0.044	  2.464	 10.652	 44.000	 10.956
          1.981	  0.149	 -0.039	  2.464	 10.652	 44.000	 10.956
          1.981	  0.149	 -0.022	  2.464	 10.652	 44.000	 10.956
          1.982	  0.154	 -0.004	  2.464	 10.652	 44.000	 10.956
          1.982	  0.154	  0.011	  2.464	 10.652	 44.000	 10.956
          1.983	  0.154	  0.021	  2.464	 10.652	 44.000	 10.956
