   Elapsed time	    ECG	    EMG	oot GSR	and GSR	     HR	   RESP
        688.839	  0.042	 -0.009	  2.216	 11.599	 89.000	 11.732
        688.903	  0.048	 -0.000	  2.223	 11.637	 89.000	 11.688
        688.968	 -0.354	  0.003	  2.232	 11.639	 89.000	 11.640
        689.032	  0.093	 -0.008	  2.241	 11.630	 90.000	 11.594
        689.097	  0.100	 -0.004	  2.246	 11.613	 90.000	 11.544
        689.161	  0.076	 -0.004	  2.251	 11.598	 90.000	 11.500
        689.226	  0.038	 -0.015	  2.256	 11.588	 90.000	 11.456
        689.290	  0.074	 -0.006	  2.271	 11.574	 90.000	 11.428
        689.355	  0.065	 -0.006	  2.271	 11.552	 90.000	 11.398
        689.419	  0.060	 -0.010	  2.270	 11.532	 90.000	 11.378
        689.484	  0.057	 -0.004	  2.283	 11.515	 90.000	 11.350
        689.548	  0.056	 -0.011	  2.301	 11.504	 90.000	 11.306
        689.613	 -0.290	  0.003	  2.305	 11.498	 90.000	 11.266
        689.677	  0.034	 -0.014	  2.310	 11.508	 89.000	 11.208
        689.742	  0.110	 -0.004	  2.315	 11.510	 89.000	 11.192
        689.806	  0.101	  0.006	  2.320	 11.510	 89.000	 11.178
        689.871	  0.031	  0.001	  2.322	 11.516	 89.000	 11.170
        689.935	  0.047	 -0.011	  2.319	 11.532	 89.000	 11.162
        690.000	  0.047	 -0.001	  2.317	 11.552	 89.000	 11.148
        690.065	  0.044	 -0.009	  2.314	 11.578	 89.000	 11.140
        690.129	  0.043	 -0.015	  2.312	 11.608	 89.000	 11.130
        690.194	  0.036	 -0.006	  2.308	 11.645	 89.000	 11.122
        690.258	  0.044	 -0.012	  2.305	 11.702	 89.000	 11.114
        690.323	 -0.379	 -0.004	  2.303	 11.764	 89.000	 11.110
        690.387	  0.082	 -0.005	  2.303	 11.815	 87.000	 11.104
        690.452	  0.089	  0.001	  2.309	 11.870	 87.000	 11.100
        690.516	  0.064	  0.001	  2.312	 11.927	 87.000	 11.090
        690.581	  0.014	 -0.009	  2.312	 11.997	 87.000	 11.082
        690.645	  0.034	 -0.014	  2.312	 12.063	 87.000	 11.082
        690.710	  0.033	 -0.005	  2.312	 12.125	 87.000	 11.086
        690.774	  0.023	 -0.004	  2.312	 12.187	 87.000	 11.086
        690.839	  0.014	 -0.005	  2.314	 12.268	 87.000	 11.082
        690.903	  0.010	 -0.004	  2.317	 12.347	 87.000	 11.074
        690.968	 -0.002	 -0.001	  2.320	 12.426	 87.000	 11.062
        691.032	 -0.182	  0.008	  2.325	 12.498	 87.000	 11.052
        691.097	 -0.210	 -0.015	  2.330	 12.572	 87.000	 11.052
        691.161	  0.047	 -0.011	  2.336	 12.662	 87.000	 11.048
        691.226	  0.049	  0.005	  2.344	 12.741	 87.000	 11.044
        691.290	 -0.007	 -0.006	  2.363	 12.919	 87.000	 11.046
        691.355	  0.007	 -0.012	  2.370	 12.999	 80.000	 11.042
        691.419	  0.006	 -0.006	  2.378	 13.076	 80.000	 11.042
        691.484	  0.006	  0.002	  2.384	 13.128	 80.000	 11.044
        691.548	  0.010	 -0.009	  2.388	 13.183	 80.000	 11.046
        691.613	  0.014	 -0.004	  2.392	 13.241	 80.000	 11.044
        691.677	  0.013	 -0.002	  2.401	 13.280	 80.000	 11.046
        691.742	 -0.341	  0.006	  2.410	 13.303	 80.000	 11.046
        691.806	  0.042	 -0.005	  2.412	 13.338	103.000	 11.046
        691.871	  0.060	 -0.008	  2.415	 13.359	103.000	 11.046
        691.935	  0.034	 -0.006	  2.419	 13.368	103.000	 11.046
        692.000	 -0.032	 -0.005	  2.421	 13.348	103.000	 11.046
        692.065	  0.010	 -0.010	  2.426	 13.355	103.000	 11.048
        692.129	  0.000	 -0.005	  2.427	 13.343	103.000	 11.052
        692.194	 -0.001	 -0.001	  2.430	 13.335	103.000	 11.052
        692.258	 -0.018	  0.001	  2.432	 13.322	103.000	 11.040
        692.323	 -0.036	  0.002	  2.435	 13.286	103.000	 11.032
        692.387	 -0.457	 -0.000	  2.436	 13.248	103.000	 11.032
        692.452	 -0.041	 -0.002	  2.436	 13.214	103.000	 11.032
        692.516	 -0.029	 -0.003	  2.439	 13.176	103.000	 11.032
        692.581	 -0.066	  0.006	  2.439	 13.129	107.000	 11.030
        692.645	 -0.137	 -0.007	  2.439	 13.084	107.000	 11.032
        692.710	 -0.009	 -0.015	  2.439	 13.051	107.000	 11.030
        692.774	 -0.015	 -0.005	  2.437	 13.016	107.000	 11.032
        692.839	 -0.081	  0.004	  2.436	 12.979	107.000	 11.032
        692.903	 -0.084	  0.003	  2.436	 12.951	107.000	 11.032
        692.968	 -0.067	 -0.001	  2.432	 12.920	107.000	 11.034
        693.032	 -0.078	 -0.017	  2.427	 12.890	107.000	 11.034
        693.097	 -0.522	 -0.009	  2.425	 12.856	107.000	 11.036
        693.161	  0.014	 -0.008	  2.421	 12.821	107.000	 11.036
        693.226	  0.045	 -0.007	  2.417	 12.791	107.000	 11.036
        693.290	  0.036	 -0.004	  2.412	 12.766	107.000	 11.044
        693.355	 -0.009	 -0.008	  2.407	 12.749	107.000	 11.044
        693.419	  0.043	 -0.011	  2.402	 12.740	114.000	 11.048
        693.484	  0.050	 -0.010	  2.399	 12.749	114.000	 11.054
        693.548	  0.056	 -0.002	  2.394	 12.775	114.000	 11.058
        693.613	  0.067	 -0.009	  2.394	 12.823	114.000	 11.056
        693.677	  0.076	 -0.004	  2.390	 12.881	114.000	 11.048
        693.742	  0.079	 -0.010	  2.385	 12.950	114.000	 11.044
        693.806	 -0.328	 -0.012	  2.380	 13.036	114.000	 11.046
        693.871	  0.123	 -0.012	  2.377	 13.132	112.000	 11.046
        693.935	  0.158	 -0.015	  2.370	 13.338	112.000	 11.046
        694.000	  0.107	  0.003	  2.368	 13.443	112.000	 11.052
        694.065	  0.162	 -0.012	  2.364	 13.539	112.000	 11.058
        694.129	  0.151	 -0.011	  2.360	 13.644	112.000	 11.066
        694.194	  0.139	 -0.003	  2.357	 13.745	112.000	 11.076
        694.258	  0.132	  0.004	  2.353	 13.836	112.000	 11.098
        694.323	  0.136	 -0.010	  2.354	 14.011	112.000	 11.118
        694.387	  0.136	 -0.010	  2.354	 14.011	112.000	 11.146
        694.452	  0.154	  0.004	  2.354	 14.178	112.000	 11.176
        694.516	  0.175	 -0.007	  2.357	 14.224	 80.000	 11.208
        694.581	  0.165	 -0.005	  2.358	 14.268	 80.000	 11.246
        694.645	  0.116	 -0.003	  2.363	 14.320	 80.000	 11.286
        694.710	  0.116	 -0.012	  2.369	 14.361	 80.000	 11.328
        694.774	  0.137	 -0.009	  2.381	 14.396	 80.000	 11.364
        694.839	  0.130	 -0.003	  2.385	 14.447	 80.000	 11.406
        694.903	  0.119	  0.001	  2.390	 14.514	 80.000	 11.450
        694.968	  0.115	 -0.001	  2.392	 14.576	 80.000	 11.490
        695.032	  0.100	 -0.003	  2.395	 14.621	 80.000	 11.528
        695.097	  0.155	  0.009	  2.400	 14.664	 80.000	 11.566
        695.161	 -0.216	  0.011	  2.404	 14.684	 80.000	 11.598
        695.226	  0.172	 -0.027	  2.405	 14.708	 83.000	 11.632
        695.290	  0.205	 -0.029	  2.407	 14.741	 83.000	 11.670
        695.355	  0.120	 -0.001	  2.412	 14.764	 83.000	 11.708
        695.419	  0.078	 -0.004	  2.416	 14.782	 83.000	 11.748
        695.484	  0.099	 -0.001	  2.420	 14.801	 83.000	 11.788
        695.548	  0.089	  0.009	  2.422	 14.827	 83.000	 11.830
        695.613	  0.098	  0.001	  2.427	 14.853	 83.000	 11.870
        695.677	  0.073	 -0.009	  2.431	 14.862	 83.000	 11.906
        695.742	 -0.191	  0.002	  2.435	 14.885	 83.000	 11.932
        695.806	 -0.033	 -0.011	  2.437	 14.916	 83.000	 11.960
        695.871	  0.118	 -0.008	  2.442	 14.924	 83.000	 11.982
        695.935	  0.116	 -0.001	  2.445	 14.944	 83.000	 12.006
        696.000	  0.048	 -0.005	  2.446	 14.986	 83.000	 12.020
        696.065	  0.054	 -0.012	  2.449	 15.025	 83.000	 12.028
        696.129	  0.054	 -0.010	  2.451	 15.149	 83.000	 12.026
        696.194	  0.054	 -0.009	  2.454	 15.217	 83.000	 12.020
        696.258	  0.047	  0.002	  2.457	 15.288	 83.000	 12.016
        696.323	  0.046	 -0.007	  2.459	 15.385	 83.000	 12.008
        696.387	 -0.357	 -0.009	  2.459	 15.515	 83.000	 11.992
        696.452	  0.081	 -0.003	  2.459	 15.670	 83.000	 11.976
        696.516	  0.090	 -0.001	  2.459	 15.805	 83.000	 11.958
        696.581	  0.075	 -0.003	  2.461	 15.928	 83.000	 11.938
        696.645	  0.006	 -0.013	  2.461	 16.085	 83.000	 11.918
        696.710	  0.028	 -0.011	  2.461	 16.368	 83.000	 11.898
        696.774	  0.028	 -0.011	  2.461	 16.368	 83.000	 11.882
        696.839	  0.030	 -0.006	  2.466	 16.668	 83.000	 11.860
        696.903	  0.022	  0.002	  2.469	 16.792	 83.000	 11.844
        696.968	 -0.321	 -0.006	  2.472	 16.900	 83.000	 11.828
        697.032	  0.074	 -0.005	  2.475	 17.008	 83.000	 11.808
        697.097	  0.059	  0.001	  2.480	 17.138	 83.000	 11.788
        697.161	 -0.002	 -0.001	  2.483	 17.262	 83.000	 11.766
        697.226	  0.007	 -0.018	  2.489	 17.431	121.000	 11.740
        697.290	  0.029	 -0.012	  2.494	 17.599	121.000	 11.716
        697.355	  0.017	 -0.007	  2.502	 17.734	121.000	 11.698
        697.419	  0.021	 -0.011	  2.509	 17.841	121.000	 11.674
        697.484	  0.022	 -0.014	  2.518	 17.935	121.000	 11.652
        697.548	  0.052	 -0.004	  2.525	 18.040	121.000	 11.632
        697.613	 -0.339	 -0.009	  2.535	 18.138	121.000	 11.622
        697.677	  0.122	 -0.004	  2.545	 18.228	121.000	 11.620
        697.742	  0.128	 -0.002	  2.558	 18.319	121.000	 11.612
        697.806	  0.112	  0.003	  2.568	 18.409	121.000	 11.594
        697.871	  0.066	 -0.009	  2.577	 18.520	121.000	 11.566
        697.935	  0.080	 -0.005	  2.585	 18.598	121.000	 11.464
        698.000	  0.047	 -0.010	  2.595	 18.667	121.000	 11.444
        698.065	  0.031	 -0.003	  2.607	 18.773	121.000	 11.424
        698.129	  0.031	  0.005	  2.617	 18.899	121.000	 11.402
        698.194	  0.040	 -0.006	  2.625	 19.006	 90.000	 11.384
        698.258	 -0.339	  0.001	  2.632	 19.120	 90.000	 11.364
        698.323	  0.081	 -0.009	  2.640	 19.233	 90.000	 11.344
        698.387	  0.077	 -0.005	  2.647	 19.359	 90.000	 11.322
        698.452	  0.049	 -0.004	  2.655	 19.502	 90.000	 11.302
        698.516	  0.009	 -0.010	  2.663	 19.608	 90.000	 11.288
        698.581	  0.040	 -0.007	  2.673	 19.693	 80.000	 11.276
        698.645	  0.034	  0.001	  2.678	 19.788	 80.000	 11.266
        698.710	  0.025	 -0.005	  2.686	 19.864	 80.000	 11.250
        698.774	  0.015	  0.006	  2.692	 19.953	 80.000	 11.242
        698.839	  0.038	 -0.007	  2.698	 20.046	 80.000	 11.234
        698.903	 -0.323	  0.002	  2.706	 20.143	 80.000	 11.228
        698.968	  0.082	 -0.002	  2.714	 20.214	 80.000	 11.224
        699.032	  0.072	  0.006	  2.722	 20.291	 80.000	 11.206
        699.097	  0.032	 -0.003	  2.728	 20.368	 80.000	 11.180
        699.161	  0.017	 -0.012	  2.737	 20.455	109.000	 11.162
        699.226	  0.041	 -0.011	  2.742	 20.547	109.000	 11.154
        699.290	  0.029	 -0.013	  2.749	 20.659	109.000	 11.146
        699.355	  0.020	 -0.013	  2.758	 20.751	109.000	 11.140
        699.419	  0.017	 -0.011	  2.763	 20.809	109.000	 11.132
        699.484	 -0.334	 -0.010	  2.768	 20.883	109.000	 11.126
        699.548	  0.036	 -0.010	  2.790	 21.064	109.000	 11.118
        699.613	  0.061	  0.005	  2.805	 21.124	109.000	 11.096
        699.677	  0.000	 -0.009	  2.819	 21.170	109.000	 11.092
        699.742	  0.022	 -0.006	  2.826	 21.204	 99.000	 11.092
        699.806	  0.023	 -0.011	  2.831	 21.263	 99.000	 11.090
        699.871	  0.017	 -0.007	  2.840	 21.316	 99.000	 11.088
        699.935	  0.028	 -0.001	  2.850	 21.445	 99.000	 11.088
        700.000	  0.028	 -0.001	  2.850	 21.445	 99.000	 11.082
        700.065	 -0.412	 -0.003	  2.865	 21.612	 99.000	 11.088
        700.129	  0.065	 -0.002	  2.871	 21.732	 99.000	 11.082
        700.194	  0.036	  0.003	  2.877	 21.881	 99.000	 11.082
        700.258	  0.012	 -0.007	  2.880	 22.040	 97.000	 11.080
        700.323	  0.028	 -0.009	  2.881	 22.209	 97.000	 11.066
        700.387	  0.028	 -0.011	  2.884	 22.379	 97.000	 11.042
        700.452	  0.021	  0.001	  2.885	 22.553	 97.000	 11.042
        700.516	  0.011	 -0.001	  2.886	 22.713	 97.000	 11.042
        700.581	 -0.242	  0.005	  2.889	 23.056	 97.000	 11.042
        700.645	  0.067	 -0.007	  2.891	 23.213	 97.000	 11.042
        700.710	  0.069	 -0.004	  2.895	 23.356	 97.000	 11.040
        700.774	  0.022	 -0.004	  2.900	 23.494	 97.000	 11.040
        700.839	  0.031	 -0.010	  2.905	 23.642	 95.000	 11.040
        700.903	  0.032	 -0.005	  2.911	 23.789	 95.000	 11.040
        700.968	  0.026	 -0.003	  2.921	 23.908	 95.000	 11.042
        701.032	  0.032	 -0.001	  2.929	 24.017	 95.000	 11.042
        701.097	  0.021	 -0.002	  2.938	 24.093	 95.000	 11.040
        701.161	 -0.178	  0.000	  2.950	 24.188	 95.000	 11.040
        701.226	 -0.119	 -0.011	  2.964	 24.267	 95.000	 11.034
        701.290	  0.070	  0.000	  2.982	 24.363	 95.000	 11.032
        701.355	  0.066	 -0.002	  3.003	 24.465	 95.000	 11.036
        701.419	  0.021	 -0.015	  3.014	 24.530	 95.000	 11.042
        701.484	  0.067	 -0.016	  3.029	 24.584	 93.000	 11.044
        701.548	  0.111	 -0.015	  3.048	 24.629	 93.000	 11.048
        701.613	  0.143	 -0.007	  3.065	 24.668	 93.000	 11.042
        701.677	  0.157	 -0.002	  3.080	 24.676	 93.000	 11.010
        701.742	  0.180	  0.003	  3.097	 24.650	 93.000	 11.002
        701.806	 -0.191	  0.007	  3.108	 24.624	 93.000	 11.002
        701.871	  0.242	 -0.004	  3.116	 24.597	 96.000	 11.004
        701.935	  0.271	  0.000	  3.133	 24.523	 96.000	 11.008
        702.000	  0.197	 -0.018	  3.153	 24.480	 96.000	 11.008
        702.065	  0.228	 -0.013	  3.161	 24.429	 96.000	 11.010
        702.129	  0.219	 -0.004	  3.166	 24.363	 96.000	 11.010
        702.194	  0.192	 -0.008	  3.168	 24.317	 96.000	 11.010
        702.258	  0.158	 -0.005	  3.172	 24.277	 96.000	 11.010
        702.323	  0.172	  0.003	  3.175	 24.255	 96.000	 11.012
        702.387	 -0.336	 -0.002	  3.178	 24.277	 96.000	 11.014
        702.452	  0.186	 -0.006	  3.188	 24.404	 97.000	 11.018
        702.516	  0.119	  0.000	  3.193	 24.492	 97.000	 11.020
        702.581	  0.103	 -0.009	  3.198	 24.589	 97.000	 11.022
        702.645	  0.111	 -0.008	  3.199	 24.704	 97.000	 11.026
        702.710	  0.099	 -0.007	  3.198	 24.830	 97.000	 11.036
        702.774	  0.093	 -0.011	  3.199	 24.966	 97.000	 11.052
        702.839	  0.092	 -0.004	  3.199	 25.084	 97.000	 11.118
        702.903	 -0.418	 -0.002	  3.199	 25.192	 97.000	 11.134
        702.968	  0.109	 -0.008	  3.199	 25.459	 96.000	 11.164
        703.032	  0.167	 -0.011	  3.199	 25.577	 96.000	 11.206
        703.097	  0.092	 -0.003	  3.198	 25.669	 96.000	 11.252
        703.161	  0.074	 -0.010	  3.200	 25.750	 96.000	 11.290
        703.226	  0.075	 -0.004	  3.205	 25.831	 96.000	 11.332
        703.290	  0.055	 -0.007	  3.214	 25.901	 96.000	 11.378
        703.355	  0.043	 -0.005	  3.224	 25.960	 96.000	 11.428
        703.419	  0.035	  0.004	  3.234	 26.003	 96.000	 11.476
        703.484	 -0.188	  0.002	  3.262	 26.070	 96.000	 11.518
        703.548	  0.097	 -0.002	  3.270	 26.080	 96.000	 11.546
        703.613	  0.110	  0.002	  3.280	 26.070	 96.000	 11.584
        703.677	  0.085	  0.001	  3.285	 26.048	 96.000	 11.618
        703.742	  0.039	 -0.017	  3.287	 26.026	 86.000	 11.654
        703.806	  0.022	 -0.005	  3.292	 25.982	 86.000	 11.688
        703.871	  0.023	 -0.006	  3.300	 25.835	 86.000	 11.728
        703.935	  0.023	 -0.006	  3.300	 25.835	 86.000	 11.770
        704.000	 -0.002	 -0.001	  3.312	 25.636	 86.000	 11.808
        704.065	 -0.584	 -0.004	  3.321	 25.527	 86.000	 11.838
        704.129	  0.055	 -0.009	  3.330	 25.376	 86.000	 11.864
        704.194	  0.053	 -0.013	  3.331	 25.222	 86.000	 11.886
        704.258	  0.029	 -0.010	  3.331	 25.088	 86.000	 11.904
        704.323	 -0.025	 -0.008	  3.332	 24.942	 86.000	 11.922
        704.387	 -0.013	 -0.005	  3.336	 24.757	 86.000	 11.936
        704.452	 -0.028	 -0.013	  3.336	 24.596	 86.000	 11.950
        704.516	 -0.036	 -0.005	  3.334	 24.441	 86.000	 11.960
        704.581	 -0.038	 -0.001	  3.334	 24.274	 86.000	 11.964
        704.645	 -0.047	 -0.008	  3.336	 24.118	 86.000	 11.962
        704.710	 -0.491	  0.008	  3.337	 23.981	 86.000	 11.954
        704.774	 -0.052	 -0.005	  3.337	 23.881	 86.000	 11.940
        704.839	 -0.013	 -0.009	  3.326	 23.823	 86.000	 11.928
        704.903	 -0.019	  0.004	  3.316	 23.777	120.000	 11.914
        704.968	 -0.083	 -0.010	  3.308	 23.756	120.000	 11.894
        705.032	 -0.035	  0.000	  3.304	 23.792	120.000	 11.874
        705.097	 -0.043	 -0.003	  3.297	 23.830	120.000	 11.848
        705.161	 -0.058	 -0.011	  3.290	 23.943	120.000	 11.822
        705.226	 -0.053	 -0.007	  3.282	 24.137	120.000	 11.794
        705.290	 -0.070	 -0.006	  3.274	 24.377	120.000	 11.772
        705.355	 -0.040	 -0.016	  3.264	 24.661	120.000	 11.752
        705.419	 -0.531	  0.002	  3.255	 24.951	120.000	 11.738
        705.484	 -0.019	 -0.013	  3.248	 25.211	120.000	 11.716
        705.548	 -0.020	 -0.002	  3.240	 25.403	120.000	 11.696
        705.613	 -0.065	  0.002	  3.237	 25.598	 88.000	 11.674
        705.677	 -0.129	 -0.010	  3.237	 25.790	 88.000	 11.652
        705.742	 -0.129	 -0.001	  3.237	 25.953	 88.000	 11.622
        705.806	 -0.126	  0.003	  3.237	 26.083	 88.000	 11.574
        705.871	 -0.110	 -0.002	  3.237	 26.209	 88.000	 11.532
        705.935	 -0.088	 -0.004	  3.237	 26.347	 88.000	 11.494
        706.000	 -0.109	 -0.003	  3.237	 26.450	 88.000	 11.464
        706.065	 -0.138	 -0.003	  3.237	 26.525	 88.000	 11.432
        706.129	 -0.521	 -0.011	  3.239	 26.614	 88.000	 11.400
        706.194	 -0.061	 -0.001	  3.240	 26.666	 88.000	 11.310
        706.258	 -0.067	 -0.011	  3.245	 26.692	 88.000	 11.286
        706.323	 -0.130	  0.003	  3.251	 26.700	 85.000	 11.266
        706.387	 -0.143	 -0.021	  3.258	 26.700	 85.000	 11.244
        706.452	 -0.110	 -0.010	  3.264	 26.692	 85.000	 11.228
        706.516	 -0.118	 -0.014	  3.273	 26.653	 85.000	 11.210
        706.581	 -0.132	  0.003	  3.282	 26.634	 85.000	 11.200
        706.645	 -0.131	 -0.008	  3.293	 26.598	 85.000	 11.188
        706.710	 -0.141	  0.005	  3.305	 26.569	 85.000	 11.174
        706.774	 -0.539	 -0.005	  3.328	 26.468	 85.000	 11.154
        706.839	 -0.081	  0.003	  3.340	 26.375	 85.000	 11.144
        706.903	 -0.094	 -0.009	  3.351	 26.278	 85.000	 11.142
        706.968	 -0.156	  0.001	  3.361	 26.170	 85.000	 11.144
        707.032	 -0.127	 -0.009	  3.370	 26.022	 85.000	 11.144
        707.097	 -0.129	 -0.007	  3.382	 25.864	 85.000	 11.130
        707.161	 -0.132	 -0.010	  3.393	 25.743	 85.000	 11.104
        707.226	 -0.129	 -0.007	  3.403	 25.634	 85.000	 11.092
        707.290	 -0.135	 -0.012	  3.423	 25.515	 85.000	 11.090
        707.355	 -0.086	 -0.008	  3.437	 25.399	 85.000	 11.070
        707.419	 -0.522	 -0.005	  3.446	 25.288	 85.000	 11.068
        707.484	 -0.064	  0.001	  3.457	 25.168	 85.000	 11.070
        707.548	 -0.041	  0.005	  3.469	 25.063	 85.000	 11.068
        707.613	 -0.104	 -0.014	  3.474	 25.044	 85.000	 11.074
        707.677	 -0.083	 -0.002	  3.479	 25.043	 85.000	 11.070
        707.742	 -0.092	 -0.008	  3.484	 25.077	 85.000	 11.068
        707.806	 -0.081	 -0.005	  3.490	 25.109	 85.000	 11.068
        707.871	 -0.072	 -0.008	  3.496	 25.092	 85.000	 11.068
        707.935	 -0.054	 -0.009	  3.498	 25.075	 85.000	 11.068
        708.000	 -0.452	 -0.009	  3.494	 25.075	 85.000	 11.068
        708.065	 -0.011	 -0.002	  3.480	 25.101	 85.000	 11.068
        708.129	  0.036	 -0.002	  3.470	 25.099	 85.000	 11.070
        708.194	 -0.026	 -0.009	  3.459	 25.094	 85.000	 11.078
        708.258	 -0.027	 -0.007	  3.449	 25.057	 68.000	 11.082
        708.323	  0.018	 -0.001	  3.440	 25.023	 68.000	 11.086
        708.387	  0.019	 -0.009	  3.434	 24.978	 68.000	 11.086
        708.452	  0.023	 -0.001	  3.427	 24.907	 68.000	 11.076
        708.516	  0.062	 -0.006	  3.422	 24.824	 68.000	 11.070
        708.581	 -0.398	 -0.007	  3.414	 24.725	 68.000	 11.074
        708.645	  0.111	  0.002	  3.405	 24.630	 68.000	 11.076
        708.710	  0.135	 -0.003	  3.397	 24.556	 68.000	 11.076
        708.774	  0.124	 -0.015	  3.389	 24.358	 68.000	 11.074
        708.839	  0.121	 -0.010	  3.375	 24.253	 68.000	 11.076
        708.903	  0.114	 -0.005	  3.368	 24.144	 68.000	 11.076
        708.968	  0.112	 -0.004	  3.361	 24.036	 68.000	 11.076
        709.032	  0.118	 -0.004	  3.355	 23.928	 68.000	 11.074
        709.097	 -0.152	  0.000	  3.347	 23.825	 68.000	 11.076
        709.161	 -0.039	 -0.012	  3.338	 23.732	 95.000	 11.076
        709.226	  0.228	 -0.003	  3.330	 23.647	 95.000	 11.076
        709.290	  0.265	  0.002	  3.321	 23.574	 95.000	 11.076
        709.355	  0.203	 -0.007	  3.311	 23.507	 95.000	 11.076
        709.419	  0.135	 -0.008	  3.301	 23.447	 95.000	 11.076
        709.484	  0.139	 -0.003	  3.291	 23.392	 95.000	 11.074
        709.548	  0.128	 -0.009	  3.283	 23.342	 95.000	 11.076
        709.613	  0.114	 -0.007	  3.264	 23.268	 95.000	 11.078
        709.677	  0.114	 -0.007	  3.264	 23.268	 95.000	 11.086
        709.742	 -0.383	 -0.013	  3.244	 23.254	 95.000	 11.086
        709.806	  0.224	  0.004	  3.234	 23.289	 95.000	 11.082
        709.871	  0.268	 -0.006	  3.223	 23.360	 95.000	 11.082
        709.935	  0.173	 -0.009	  3.214	 23.453	 95.000	 11.098
        710.000	  0.131	 -0.005	  3.203	 23.559	 95.000	 11.124
        710.065	  0.137	 -0.009	  3.191	 23.677	 95.000	 11.156
        710.129	  0.124	  0.005	  3.183	 23.795	 95.000	 11.196
        710.194	  0.110	 -0.009	  3.173	 23.906	 95.000	 11.236
        710.258	  0.102	 -0.004	  3.164	 24.000	 95.000	 11.286
        710.323	 -0.328	 -0.009	  3.156	 24.078	 95.000	 11.344
        710.387	  0.087	 -0.006	  3.151	 24.139	 95.000	 11.402
        710.452	  0.213	 -0.001	  3.144	 24.169	 95.000	 11.454
        710.516	  0.260	 -0.003	  3.138	 24.161	 95.000	 11.502
        710.581	  0.195	  0.002	  3.133	 24.140	 95.000	 11.550
        710.645	  0.139	 -0.013	  3.128	 24.137	 95.000	 11.594
        710.710	  0.139	 -0.007	  3.121	 24.108	 95.000	 11.634
        710.774	  0.095	 -0.004	  3.120	 24.031	 95.000	 11.678
        710.839	  0.088	 -0.007	  3.117	 23.889	 95.000	 11.722
        710.903	  0.064	 -0.008	  3.116	 23.763	 95.000	 11.770
        710.968	 -0.184	  0.008	  3.115	 23.664	 95.000	 11.816
        711.032	 -0.131	 -0.010	  3.116	 23.566	 95.000	 11.862
        711.097	  0.158	 -0.005	  3.117	 23.465	 95.000	 11.904
        711.161	  0.196	 -0.000	  3.117	 23.370	 95.000	 11.936
        711.226	  0.148	 -0.007	  3.120	 23.278	 95.000	 11.976
        711.290	  0.067	 -0.007	  3.121	 23.188	 95.000	 12.014
        711.355	  0.069	  0.000	  3.123	 23.096	 95.000	 12.130
        711.419	  0.043	 -0.003	  3.126	 23.012	 95.000	 12.158
        711.484	  0.020	 -0.008	  3.128	 22.937	 95.000	 12.176
        711.548	  0.021	 -0.004	  3.131	 22.855	 95.000	 12.184
        711.613	  0.003	 -0.007	  3.133	 22.776	 95.000	 12.184
        711.677	 -0.398	  0.002	  3.137	 22.694	 95.000	 12.176
        711.742	 -0.030	 -0.011	  3.138	 22.613	 78.000	 12.164
        711.806	  0.091	 -0.005	  3.140	 22.537	 78.000	 12.154
        711.871	  0.130	 -0.002	  3.140	 22.464	 78.000	 12.146
        711.935	  0.046	 -0.007	  3.141	 22.402	 78.000	 12.132
        712.000	 -0.007	 -0.013	  3.140	 22.343	 78.000	 12.116
        712.065	  0.001	 -0.007	  3.138	 22.286	 90.000	 12.102
        712.129	 -0.008	 -0.001	  3.137	 22.227	 90.000	 12.080
        712.194	 -0.011	 -0.004	  3.136	 22.163	 90.000	 12.054
        712.258	 -0.019	 -0.003	  3.133	 22.104	 90.000	 12.032
        712.323	 -0.009	 -0.005	  0.000	 22.055	 90.000	 12.016
        712.387	 -0.515	 -0.004	  3.128	 22.011	 90.000	 11.962
        712.452	  0.047	 -0.007	  3.123	 21.965	 90.000	 11.938
        712.516	  0.068	 -0.009	  3.118	 21.929	 90.000	 11.916
        712.581	  0.099	 -0.004	  3.113	 21.912	 90.000	 11.896
        712.645	 -0.005	 -0.008	  3.108	 21.919	 90.000	 11.872
        712.710	 -0.012	 -0.016	  3.103	 21.944	124.000	 11.838
        712.774	 -0.004	 -0.004	  3.097	 21.994	124.000	 11.806
        712.839	 -0.008	 -0.007	  3.090	 22.076	124.000	 11.782
        712.903	 -0.006	 -0.001	  3.076	 22.323	124.000	 11.760
        712.968	 -0.159	  0.002	  3.070	 22.470	124.000	 11.732
        713.032	 -0.322	 -0.018	  3.062	 22.612	124.000	 11.698
        713.097	  0.083	 -0.001	  3.055	 22.742	124.000	 11.660
        713.161	  0.113	  0.003	  3.047	 22.860	124.000	 11.620
        713.226	  0.071	  0.005	  3.039	 22.960	124.000	 11.576
        713.290	  0.020	 -0.009	  3.025	 23.087	124.000	 11.534
        713.355	  0.020	 -0.009	  3.025	 23.087	124.000	 11.498
        713.419	  0.010	 -0.003	  3.014	 23.099	124.000	 11.464
        713.484	 -0.006	 -0.001	  3.010	 23.105	124.000	 11.430
        713.548	  0.033	 -0.009	  3.008	 23.083	124.000	 11.400
        713.613	 -0.436	 -0.011	  3.006	 23.010	124.000	 11.374
        713.677	  0.050	 -0.016	  3.006	 22.902	124.000	 11.346
        713.742	  0.067	 -0.003	  3.006	 22.798	124.000	 11.318
        713.806	  0.045	 -0.008	  3.008	 22.706	124.000	 11.272
